DATE,CLOCK,DB,HANDLER,TESTFOR,CLF,METRIC,VALUE
091616,1474062108.802186,school1,LACE1,school2,linear regression,RMSE,2.5161041882827782
091616,1474062108.806311,school1,LACE2,school2,linear regression,MAE,2.0458803518096014
091616,1474062108.810452,school1,LACE1,school2,decision tree,RMSE,2.5389881775782897
091616,1474062108.814709,school1,LACE2,school2,decision tree,MAE,2.6063829787234041
091616,1474062108.817737,school1,LACE1,school3,linear regression,RMSE,2.4270727284050477
091616,1474062108.820944,school1,LACE2,school3,linear regression,MAE,1.7218220752641125
091616,1474062108.824073,school1,LACE1,school3,decision tree,RMSE,2.263252562548832
091616,1474062108.82756,school1,LACE2,school3,decision tree,MAE,2.1176470588235294
091616,1474062108.831937,school2,LACE1,school0,linear regression,RMSE,3.9057314188191938
091616,1474062108.836183,school2,LACE2,school0,linear regression,MAE,2.8777280334771729
091616,1474062108.840607,school2,LACE1,school0,decision tree,RMSE,3.1907274374473955
091616,1474062108.845089,school2,LACE2,school0,decision tree,MAE,2.8550724637681157
091616,1474062108.849136,school2,LACE1,school1,linear regression,RMSE,2.5256003090097043
091616,1474062108.853893,school2,LACE2,school1,linear regression,MAE,1.5418456522305681
091616,1474062108.858597,school2,LACE1,school1,decision tree,RMSE,2.1917501983438976
091616,1474062108.863575,school2,LACE2,school1,decision tree,MAE,2.3513513513513513
091616,1474062108.868174,school2,LACE1,school2,linear regression,RMSE,1.8618183561852097
091616,1474062108.872798,school2,LACE2,school2,linear regression,MAE,1.393272387637861
091616,1474062108.877699,school2,LACE1,school2,decision tree,RMSE,1.7722000825714226
091616,1474062108.882894,school2,LACE2,school2,decision tree,MAE,2.1063829787234041
091616,1474062108.887423,school2,LACE1,school3,linear regression,RMSE,3.8300245848445509
091616,1474062108.89185,school2,LACE2,school3,linear regression,MAE,2.3607317899594227
091616,1474062108.896239,school2,LACE1,school3,decision tree,RMSE,3.0134789478390629
091616,1474062108.900591,school2,LACE2,school3,decision tree,MAE,2.7647058823529411
091616,1474062108.903562,school3,LACE1,school0,linear regression,RMSE,1.3879892604020876
091616,1474062108.908178,school3,LACE2,school0,linear regression,MAE,1.0747905509711793
091616,1474062108.910841,school3,LACE1,school0,decision tree,RMSE,1.3547541247900743
091616,1474062108.915361,school3,LACE2,school0,decision tree,MAE,1.144927536231884
091616,1474062108.91816,school3,LACE1,school1,linear regression,RMSE,2.227810100524938
091616,1474062108.922994,school3,LACE2,school1,linear regression,MAE,1.9082537023817887
091616,1474062108.925637,school3,LACE1,school1,decision tree,RMSE,2.2348452395260776
091616,1474062108.930561,school3,LACE2,school1,decision tree,MAE,2.0675675675675675
091616,1474062108.93378,school3,LACE1,school2,linear regression,RMSE,3.5048563973704416
091616,1474062108.938633,school3,LACE2,school2,linear regression,MAE,2.9047011093011932
091616,1474062108.941743,school3,LACE1,school2,decision tree,RMSE,3.3603392063087512
091616,1474062108.947084,school3,LACE2,school2,decision tree,MAE,3.0
091616,1474062108.949306,school3,LACE1,school3,linear regression,RMSE,1.6364953248681782
091616,1474062108.953367,school3,LACE2,school3,linear regression,MAE,1.2147683610871201
091616,1474062108.955522,school3,LACE1,school3,decision tree,RMSE,1.6246089813056852
091616,1474062108.959786,school3,LACE2,school3,decision tree,MAE,1.3529411764705883
091616,1474062109.779712,school0,LACE1,school0,linear regression,RMSE,1.3647553969628416
091616,1474062109.783799,school0,LACE2,school0,linear regression,MAE,1.0111201489520385
091616,1474062109.787491,school0,LACE1,school0,decision tree,RMSE,1.3101029603543553
091616,1474062109.791641,school0,LACE2,school0,decision tree,MAE,1.1884057971014492
091616,1474062109.795147,school0,LACE1,school1,linear regression,RMSE,2.2952941569142378
091616,1474062109.799084,school0,LACE2,school1,linear regression,MAE,1.8234812806649463
091616,1474062109.80278,school0,LACE1,school1,decision tree,RMSE,2.156151947702686
091616,1474062109.806883,school0,LACE2,school1,decision tree,MAE,2.0405405405405403
091616,1474062109.811044,school0,LACE1,school2,linear regression,RMSE,3.3038067155201101
091616,1474062109.815567,school0,LACE2,school2,linear regression,MAE,2.5353612854190652
091616,1474062109.819637,school0,LACE1,school2,decision tree,RMSE,2.9831510406262058
091616,1474062109.824406,school0,LACE2,school2,decision tree,MAE,3.021276595744681
091616,1474062109.827255,school0,LACE1,school3,linear regression,RMSE,1.8298049718925866
091616,1474062109.830624,school0,LACE2,school3,linear regression,MAE,1.2775348579262362
091616,1474062109.833632,school0,LACE1,school3,decision tree,RMSE,1.6964360467513115
091616,1474062109.837247,school0,LACE2,school3,decision tree,MAE,1.5294117647058822
091616,1474062109.840964,school1,LACE1,school0,linear regression,RMSE,2.6675862380211623
091616,1474062109.84594,school1,LACE2,school0,linear regression,MAE,1.7539456816853047
091616,1474062109.849915,school1,LACE1,school0,decision tree,RMSE,2.0998708233406584
091616,1474062109.855061,school1,LACE2,school0,decision tree,MAE,2.5797101449275361
091616,1474062109.859046,school1,LACE1,school1,linear regression,RMSE,2.1262161241716626
091616,1474062109.864141,school1,LACE2,school1,linear regression,MAE,1.4502627728065833
091616,1474062109.868043,school1,LACE1,school1,decision tree,RMSE,1.9763827011749171
091616,1474062109.87318,school1,LACE2,school1,decision tree,MAE,2.1621621621621623
091616,1474062109.877632,school1,LACE1,school2,linear regression,RMSE,2.7106226273785565
091616,1474062109.882932,school1,LACE2,school2,linear regression,MAE,1.976192414500614
091616,1474062109.887416,school1,LACE1,school2,decision tree,RMSE,2.4416319315235255
091616,1474062109.893321,school1,LACE2,school2,decision tree,MAE,2.2340425531914891
091616,1474062109.896237,school1,LACE1,school3,linear regression,RMSE,2.7873788196889344
091616,1474062109.900506,school1,LACE2,school3,linear regression,MAE,1.6972611634142338
091616,1474062109.90401,school1,LACE1,school3,decision tree,RMSE,2.2967505142673508
091616,1474062109.909459,school1,LACE2,school3,decision tree,MAE,2.8529411764705883
091616,1474062109.914378,school2,LACE1,school0,linear regression,RMSE,3.3839366648353719
091616,1474062109.919046,school2,LACE2,school0,linear regression,MAE,2.8849040329361655
091616,1474062109.923501,school2,LACE1,school0,decision tree,RMSE,3.1811776555197544
091616,1474062109.928458,school2,LACE2,school0,decision tree,MAE,3.652173913043478
091616,1474062109.932708,school2,LACE1,school1,linear regression,RMSE,2.3129900270041235
091616,1474062109.937208,school2,LACE2,school1,linear regression,MAE,1.7891796701371359
091616,1474062109.941695,school2,LACE1,school1,decision tree,RMSE,2.3730476262850875
091616,1474062109.946973,school2,LACE2,school1,decision tree,MAE,2.6216216216216215
091616,1474062109.951969,school2,LACE1,school2,linear regression,RMSE,1.8042059718702359
091616,1474062109.957378,school2,LACE2,school2,linear regression,MAE,1.5223902493600434
091616,1474062109.962231,school2,LACE1,school2,decision tree,RMSE,1.8986247358313704
091616,1474062109.96745,school2,LACE2,school2,decision tree,MAE,2.6170212765957448
091616,1474062109.971154,school2,LACE1,school3,linear regression,RMSE,3.3714046733859573
091616,1474062109.975137,school2,LACE2,school3,linear regression,MAE,2.3215434318940167
091616,1474062109.979163,school2,LACE1,school3,decision tree,RMSE,2.972344044238076
091616,1474062109.983725,school2,LACE2,school3,decision tree,MAE,2.5588235294117645
091616,1474062109.986577,school3,LACE1,school0,linear regression,RMSE,1.4543739979578969
091616,1474062109.990569,school3,LACE2,school0,linear regression,MAE,1.0393433403837526
091616,1474062109.993328,school3,LACE1,school0,decision tree,RMSE,1.3783985256671016
091616,1474062109.997615,school3,LACE2,school0,decision tree,MAE,1.3333333333333333
091616,1474062110.000406,school3,LACE1,school1,linear regression,RMSE,2.2830975471996919
091616,1474062110.004671,school3,LACE2,school1,linear regression,MAE,1.8361760243485326
091616,1474062110.007588,school3,LACE1,school1,decision tree,RMSE,2.1645097200346592
091616,1474062110.011837,school3,LACE2,school1,decision tree,MAE,2.3783783783783785
091616,1474062110.01515,school3,LACE1,school2,linear regression,RMSE,3.1258818202186838
091616,1474062110.019719,school3,LACE2,school2,linear regression,MAE,2.8920899476167077
091616,1474062110.022934,school3,LACE1,school2,decision tree,RMSE,3.3494450943980163
091616,1474062110.028049,school3,LACE2,school2,decision tree,MAE,2.9468085106382977
091616,1474062110.030185,school3,LACE1,school3,linear regression,RMSE,1.8707892169789559
091616,1474062110.033622,school3,LACE2,school3,linear regression,MAE,1.3703273340281834
091616,1474062110.035727,school3,LACE1,school3,decision tree,RMSE,1.7667478895349022
091616,1474062110.039074,school3,LACE2,school3,decision tree,MAE,1.7058823529411764
091616,1474062110.838136,school0,LACE1,school0,linear regression,RMSE,1.2551808687278136
091616,1474062110.84204,school0,LACE2,school0,linear regression,MAE,1.1112714444890213
091616,1474062110.845887,school0,LACE1,school0,decision tree,RMSE,1.3934770306237656
091616,1474062110.849599,school0,LACE2,school0,decision tree,MAE,1.3913043478260869
091616,1474062110.853097,school0,LACE1,school1,linear regression,RMSE,2.4452819821447376
091616,1474062110.85682,school0,LACE2,school1,linear regression,MAE,2.2651362782556057
091616,1474062110.860464,school0,LACE1,school1,decision tree,RMSE,2.6212097551774334
091616,1474062110.864196,school0,LACE2,school1,decision tree,MAE,2.2837837837837838
091616,1474062110.868835,school0,LACE1,school2,linear regression,RMSE,3.6686244564913406
091616,1474062110.873129,school0,LACE2,school2,linear regression,MAE,2.8998791645157902
091616,1474062110.877675,school0,LACE1,school2,decision tree,RMSE,3.3946300142318102
091616,1474062110.882159,school0,LACE2,school2,decision tree,MAE,3.2872340425531914
091616,1474062110.884986,school0,LACE1,school3,linear regression,RMSE,1.8915097294840588
091616,1474062110.887898,school0,LACE2,school3,linear regression,MAE,1.5541995585754436
091616,1474062110.890934,school0,LACE1,school3,decision tree,RMSE,1.9503630333597139
091616,1474062110.894007,school0,LACE2,school3,decision tree,MAE,2.2352941176470589
091616,1474062110.897587,school1,LACE1,school0,linear regression,RMSE,2.2675457832676269
091616,1474062110.901769,school1,LACE2,school0,linear regression,MAE,1.8681697932306662
091616,1474062110.905538,school1,LACE1,school0,decision tree,RMSE,2.2372002934449267
091616,1474062110.910538,school1,LACE2,school0,decision tree,MAE,2.2463768115942031
091616,1474062110.914448,school1,LACE1,school1,linear regression,RMSE,2.0499460093135009
091616,1474062110.919265,school1,LACE2,school1,linear regression,MAE,1.4709106397461655
091616,1474062110.923267,school1,LACE1,school1,decision tree,RMSE,1.9718142185277265
091616,1474062110.927809,school1,LACE2,school1,decision tree,MAE,2.0810810810810811
091616,1474062110.932183,school1,LACE1,school2,linear regression,RMSE,2.5606150580339335
091616,1474062110.937043,school1,LACE2,school2,linear regression,MAE,1.8295057707289664
091616,1474062110.941544,school1,LACE1,school2,decision tree,RMSE,2.2277957337100216
091616,1474062110.946589,school1,LACE2,school2,decision tree,MAE,2.4148936170212765
091616,1474062110.949613,school1,LACE1,school3,linear regression,RMSE,2.5878119063904506
091616,1474062110.953126,school1,LACE2,school3,linear regression,MAE,1.7850425106905821
091616,1474062110.956427,school1,LACE1,school3,decision tree,RMSE,2.3415909135947857
091616,1474062110.96094,school1,LACE2,school3,decision tree,MAE,2.4705882352941178
091616,1474062110.965583,school2,LACE1,school0,linear regression,RMSE,4.0165599899105437
091616,1474062110.970456,school2,LACE2,school0,linear regression,MAE,2.9885347946693996
091616,1474062110.974986,school2,LACE1,school0,decision tree,RMSE,3.2477638974209091
091616,1474062110.980208,school2,LACE2,school0,decision tree,MAE,3.4927536231884058
091616,1474062110.984572,school2,LACE1,school1,linear regression,RMSE,2.7432619550596149
091616,1474062110.989343,school2,LACE2,school1,linear regression,MAE,1.6585561827218023
091616,1474062110.994613,school2,LACE1,school1,decision tree,RMSE,2.2718544104992535
091616,1474062111.000006,school2,LACE2,school1,decision tree,MAE,2.3243243243243241
091616,1474062111.004859,school2,LACE1,school2,linear regression,RMSE,1.7889886797914161
091616,1474062111.010256,school2,LACE2,school2,linear regression,MAE,1.3962332367797925
091616,1474062111.015205,school2,LACE1,school2,decision tree,RMSE,1.813033225973411
091616,1474062111.020741,school2,LACE2,school2,decision tree,MAE,1.9787234042553192
091616,1474062111.024215,school2,LACE1,school3,linear regression,RMSE,3.8112860130678801
091616,1474062111.028161,school2,LACE2,school3,linear regression,MAE,2.5568399635666816
091616,1474062111.031974,school2,LACE1,school3,decision tree,RMSE,3.0969452926264576
091616,1474062111.036374,school2,LACE2,school3,decision tree,MAE,3.5588235294117645
091616,1474062111.039329,school3,LACE1,school0,linear regression,RMSE,1.418044676869852
091616,1474062111.043646,school3,LACE2,school0,linear regression,MAE,1.0011419816204725
091616,1474062111.046396,school3,LACE1,school0,decision tree,RMSE,1.2676588173771759
091616,1474062111.051191,school3,LACE2,school0,decision tree,MAE,1.4927536231884058
091616,1474062111.054329,school3,LACE1,school1,linear regression,RMSE,2.1037627025704202
091616,1474062111.058852,school3,LACE2,school1,linear regression,MAE,1.9656866917537761
091616,1474062111.061795,school3,LACE1,school1,decision tree,RMSE,2.3065153402977314
091616,1474062111.066676,school3,LACE2,school1,decision tree,MAE,2.3648648648648649
091616,1474062111.070074,school3,LACE1,school2,linear regression,RMSE,3.0260082666182422
091616,1474062111.075395,school3,LACE2,school2,linear regression,MAE,2.9580488415756081
091616,1474062111.078451,school3,LACE1,school2,decision tree,RMSE,3.4056505889564401
091616,1474062111.084631,school3,LACE2,school2,decision tree,MAE,3.2446808510638299
091616,1474062111.087032,school3,LACE1,school3,linear regression,RMSE,1.8282902550073581
091616,1474062111.090933,school3,LACE2,school3,linear regression,MAE,1.1741648700078562
091616,1474062111.093042,school3,LACE1,school3,decision tree,RMSE,1.5745829081779978
091616,1474062111.096931,school3,LACE2,school3,decision tree,MAE,1.8235294117647058
091616,1474062111.904941,school0,LACE1,school0,linear regression,RMSE,1.3723079328933518
091616,1474062111.909717,school0,LACE2,school0,linear regression,MAE,0.98295024252370966
091616,1474062111.91349,school0,LACE1,school0,decision tree,RMSE,1.2338067453446995
091616,1474062111.918274,school0,LACE2,school0,decision tree,MAE,1.6231884057971016
091616,1474062111.922066,school0,LACE1,school1,linear regression,RMSE,2.49295591108105
091616,1474062111.926977,school0,LACE2,school1,linear regression,MAE,2.0281029355304541
091616,1474062111.930617,school0,LACE1,school1,decision tree,RMSE,2.3915169027553009
091616,1474062111.93553,school0,LACE2,school1,decision tree,MAE,2.2702702702702702
091616,1474062111.939559,school0,LACE1,school2,linear regression,RMSE,3.633377376142866
091616,1474062111.94492,school0,LACE2,school2,linear regression,MAE,3.1047840988694584
091616,1474062111.949007,school0,LACE1,school2,decision tree,RMSE,3.5128864367322876
091616,1474062111.954357,school0,LACE2,school2,decision tree,MAE,2.8936170212765959
091616,1474062111.957373,school0,LACE1,school3,linear regression,RMSE,2.0147918709394168
091616,1474062111.961503,school0,LACE2,school3,linear regression,MAE,1.1881752758694955
091616,1474062111.964513,school0,LACE1,school3,decision tree,RMSE,1.5339743566205859
091616,1474062111.968885,school0,LACE2,school3,decision tree,MAE,1.5
091616,1474062111.972557,school1,LACE1,school0,linear regression,RMSE,2.5712493849634606
091616,1474062111.977801,school1,LACE2,school0,linear regression,MAE,2.1161228353677135
091616,1474062111.982031,school1,LACE1,school0,decision tree,RMSE,2.5148848247069076
091616,1474062111.986373,school1,LACE2,school0,decision tree,MAE,1.855072463768116
091616,1474062111.990545,school1,LACE1,school1,linear regression,RMSE,1.9405936029665787
091616,1474062111.995025,school1,LACE2,school1,linear regression,MAE,1.5480931171817043
091616,1474062111.999073,school1,LACE1,school1,decision tree,RMSE,2.0539563260228504
091616,1474062112.003574,school1,LACE2,school1,decision tree,MAE,2.0810810810810811
091616,1474062112.007799,school1,LACE1,school2,linear regression,RMSE,2.7239909688092108
091616,1474062112.012269,school1,LACE2,school2,linear regression,MAE,2.5312428048583935
091616,1474062112.016541,school1,LACE1,school2,decision tree,RMSE,3.1353452590329707
091616,1474062112.021356,school1,LACE2,school2,decision tree,MAE,2.7553191489361701
091616,1474062112.024478,school1,LACE1,school3,linear regression,RMSE,2.3231458216671452
091616,1474062112.027844,school1,LACE2,school3,linear regression,MAE,1.8450694112318162
091616,1474062112.031151,school1,LACE1,school3,decision tree,RMSE,2.2275827190132986
091616,1474062112.034601,school1,LACE2,school3,decision tree,MAE,2.7647058823529411
091616,1474062112.038668,school2,LACE1,school0,linear regression,RMSE,3.2861673207568178
091616,1474062112.043873,school2,LACE2,school0,linear regression,MAE,2.960805207308788
091616,1474062112.048678,school2,LACE1,school0,decision tree,RMSE,3.229541955510268
091616,1474062112.053457,school2,LACE2,school0,decision tree,MAE,3.0579710144927534
091616,1474062112.057975,school2,LACE1,school1,linear regression,RMSE,2.4318108433651182
091616,1474062112.062459,school2,LACE2,school1,linear regression,MAE,1.6482751619392271
091616,1474062112.066795,school2,LACE1,school1,decision tree,RMSE,2.2494607092435466
091616,1474062112.07132,school2,LACE2,school1,decision tree,MAE,2.2432432432432434
091616,1474062112.07617,school2,LACE1,school2,linear regression,RMSE,1.8096409483254594
091616,1474062112.080923,school2,LACE2,school2,linear regression,MAE,1.3672063808299753
091616,1474062112.08567,school2,LACE1,school2,decision tree,RMSE,1.8457509653213631
091616,1474062112.091189,school2,LACE2,school2,decision tree,MAE,2.0
091616,1474062112.094834,school2,LACE1,school3,linear regression,RMSE,3.1941749407530717
091616,1474062112.098858,school2,LACE2,school3,linear regression,MAE,2.6080870058509995
091616,1474062112.102721,school2,LACE1,school3,decision tree,RMSE,3.2531819949757721
091616,1474062112.106585,school2,LACE2,school3,decision tree,MAE,3.4117647058823528
091616,1474062112.109401,school3,LACE1,school0,linear regression,RMSE,1.6373351338986526
091616,1474062112.113347,school3,LACE2,school0,linear regression,MAE,1.0563537456021477
091616,1474062112.116112,school3,LACE1,school0,decision tree,RMSE,1.3659339768140897
091616,1474062112.12023,school3,LACE2,school0,decision tree,MAE,1.3043478260869565
091616,1474062112.123039,school3,LACE1,school1,linear regression,RMSE,2.0894547313063416
091616,1474062112.12731,school3,LACE2,school1,linear regression,MAE,1.9050443938723511
091616,1474062112.130059,school3,LACE1,school1,decision tree,RMSE,2.2091113820304225
091616,1474062112.134153,school3,LACE2,school1,decision tree,MAE,2.1081081081081079
091616,1474062112.137298,school3,LACE1,school2,linear regression,RMSE,3.5315301946566078
091616,1474062112.141976,school3,LACE2,school2,linear regression,MAE,2.8783417087562366
091616,1474062112.145043,school3,LACE1,school2,decision tree,RMSE,3.3340099569526811
091616,1474062112.149576,school3,LACE2,school2,decision tree,MAE,2.8723404255319149
091616,1474062112.151618,school3,LACE1,school3,linear regression,RMSE,1.6953842403537622
091616,1474062112.154948,school3,LACE2,school3,linear regression,MAE,1.2694712541292095
091616,1474062112.157229,school3,LACE1,school3,decision tree,RMSE,1.6830059562016837
091616,1474062112.160761,school3,LACE2,school3,decision tree,MAE,1.6470588235294117
091616,1474062112.950012,school0,LACE1,school0,linear regression,RMSE,1.2849308553538836
091616,1474062112.953972,school0,LACE2,school0,linear regression,MAE,1.0733814164760065
091616,1474062112.957915,school0,LACE1,school0,decision tree,RMSE,1.3205299746364305
091616,1474062112.961599,school0,LACE2,school0,decision tree,MAE,1.173913043478261
091616,1474062112.965149,school0,LACE1,school1,linear regression,RMSE,2.2483455530575709
091616,1474062112.968675,school0,LACE2,school1,linear regression,MAE,2.0518848984614788
091616,1474062112.972317,school0,LACE1,school1,decision tree,RMSE,2.4470454555666952
091616,1474062112.976657,school0,LACE2,school1,decision tree,MAE,2.2567567567567566
091616,1474062112.980849,school0,LACE1,school2,linear regression,RMSE,3.2114494154468791
091616,1474062112.985119,school0,LACE2,school2,linear regression,MAE,2.6642615987645195
091616,1474062112.989135,school0,LACE1,school2,decision tree,RMSE,3.2141104170334152
091616,1474062112.993824,school0,LACE2,school2,decision tree,MAE,2.8404255319148937
091616,1474062112.996855,school0,LACE1,school3,linear regression,RMSE,1.8097742394151803
091616,1474062112.999779,school0,LACE2,school3,linear regression,MAE,1.3485214716382035
091616,1474062113.002868,school0,LACE1,school3,decision tree,RMSE,1.6803730858156209
091616,1474062113.006002,school0,LACE2,school3,decision tree,MAE,1.6470588235294117
091616,1474062113.010609,school1,LACE1,school0,linear regression,RMSE,2.3295729462514485
091616,1474062113.015345,school1,LACE2,school0,linear regression,MAE,1.6012766555760973
091616,1474062113.01929,school1,LACE1,school0,decision tree,RMSE,1.9855113483853377
091616,1474062113.02365,school1,LACE2,school0,decision tree,MAE,2.9275362318840581
091616,1474062113.027284,school1,LACE1,school1,linear regression,RMSE,1.9764094061507835
091616,1474062113.031348,school1,LACE2,school1,linear regression,MAE,1.5393810509351225
091616,1474062113.035294,school1,LACE1,school1,decision tree,RMSE,1.9398962524342278
091616,1474062113.039615,school1,LACE2,school1,decision tree,MAE,2.1081081081081079
091616,1474062113.044183,school1,LACE1,school2,linear regression,RMSE,2.2785586801138504
091616,1474062113.049465,school1,LACE2,school2,linear regression,MAE,2.1390418489299519
091616,1474062113.054585,school1,LACE1,school2,decision tree,RMSE,2.6744527560105973
091616,1474062113.059134,school1,LACE2,school2,decision tree,MAE,2.2659574468085109
091616,1474062113.062598,school1,LACE1,school3,linear regression,RMSE,2.7215303540148987
091616,1474062113.066727,school1,LACE2,school3,linear regression,MAE,1.5781127135246777
091616,1474062113.070129,school1,LACE1,school3,decision tree,RMSE,2.0730341007690645
091616,1474062113.073795,school1,LACE2,school3,decision tree,MAE,2.6470588235294117
091616,1474062113.078157,school2,LACE1,school0,linear regression,RMSE,3.4022090127214284
091616,1474062113.083162,school2,LACE2,school0,linear regression,MAE,3.2517023478213285
091616,1474062113.087716,school2,LACE1,school0,decision tree,RMSE,3.4750499528625425
091616,1474062113.092623,school2,LACE2,school0,decision tree,MAE,3.7681159420289854
091616,1474062113.097036,school2,LACE1,school1,linear regression,RMSE,2.4570042833027204
091616,1474062113.102248,school2,LACE2,school1,linear regression,MAE,1.7192082728235767
091616,1474062113.106767,school2,LACE1,school1,decision tree,RMSE,2.3710440799982346
091616,1474062113.111854,school2,LACE2,school1,decision tree,MAE,2.4189189189189189
091616,1474062113.116826,school2,LACE1,school2,linear regression,RMSE,1.8082412283785896
091616,1474062113.122365,school2,LACE2,school2,linear regression,MAE,1.4161933788784342
091616,1474062113.127244,school2,LACE1,school2,decision tree,RMSE,1.7763699720242576
091616,1474062113.132704,school2,LACE2,school2,decision tree,MAE,1.8829787234042554
091616,1474062113.136286,school2,LACE1,school3,linear regression,RMSE,3.0787908768922616
091616,1474062113.140317,school2,LACE2,school3,linear regression,MAE,2.6674802433901994
091616,1474062113.144164,school2,LACE1,school3,decision tree,RMSE,3.2454623268539047
091616,1474062113.148583,school2,LACE2,school3,decision tree,MAE,3.4117647058823528
091616,1474062113.151394,school3,LACE1,school0,linear regression,RMSE,1.4022251881220582
091616,1474062113.155223,school3,LACE2,school0,linear regression,MAE,1.069048215775829
091616,1474062113.158042,school3,LACE1,school0,decision tree,RMSE,1.3581319263298441
091616,1474062113.163124,school3,LACE2,school0,decision tree,MAE,1.826086956521739
091616,1474062113.166452,school3,LACE1,school1,linear regression,RMSE,2.2505688635186654
091616,1474062113.170973,school3,LACE2,school1,linear regression,MAE,1.9241000926757583
091616,1474062113.173738,school3,LACE1,school1,decision tree,RMSE,2.2471813160007281
091616,1474062113.178286,school3,LACE2,school1,decision tree,MAE,2.6351351351351351
091616,1474062113.181548,school3,LACE1,school2,linear regression,RMSE,3.2919135216870847
091616,1474062113.186175,school3,LACE2,school2,linear regression,MAE,2.9381303613059329
091616,1474062113.189746,school3,LACE1,school2,decision tree,RMSE,3.381013662356136
091616,1474062113.194437,school3,LACE2,school2,decision tree,MAE,3.3617021276595747
091616,1474062113.196516,school3,LACE1,school3,linear regression,RMSE,1.8581883285740091
091616,1474062113.199793,school3,LACE2,school3,linear regression,MAE,1.2413611235152175
091616,1474062113.202006,school3,LACE1,school3,decision tree,RMSE,1.703039350042405
091616,1474062113.205604,school3,LACE2,school3,decision tree,MAE,1.8529411764705883
091616,1474062114.020019,school0,LACE1,school0,linear regression,RMSE,1.2545879885385256
091616,1474062114.024461,school0,LACE2,school0,linear regression,MAE,1.0529281738381104
091616,1474062114.028613,school0,LACE1,school0,decision tree,RMSE,1.3034243838881652
091616,1474062114.033726,school0,LACE2,school0,decision tree,MAE,1.536231884057971
091616,1474062114.037381,school0,LACE1,school1,linear regression,RMSE,2.4223708473975303
091616,1474062114.042111,school0,LACE2,school1,linear regression,MAE,2.0370856289798218
091616,1474062114.046235,school0,LACE1,school1,decision tree,RMSE,2.4146951964045194
091616,1474062114.051216,school0,LACE2,school1,decision tree,MAE,2.3783783783783785
091616,1474062114.055457,school0,LACE1,school2,linear regression,RMSE,3.5585096250474391
091616,1474062114.060545,school0,LACE2,school2,linear regression,MAE,2.8343169991598725
091616,1474062114.06485,school0,LACE1,school2,decision tree,RMSE,3.304258595207028
091616,1474062114.070449,school0,LACE2,school2,decision tree,MAE,3.2234042553191489
091616,1474062114.073377,school0,LACE1,school3,linear regression,RMSE,1.8207018780221698
091616,1474062114.077115,school0,LACE2,school3,linear regression,MAE,1.2689685519256688
091616,1474062114.08035,school0,LACE1,school3,decision tree,RMSE,1.5941625284972591
091616,1474062114.084275,school0,LACE2,school3,decision tree,MAE,1.9411764705882353
091616,1474062114.087974,school1,LACE1,school0,linear regression,RMSE,2.5392030549221052
091616,1474062114.092662,school1,LACE2,school0,linear regression,MAE,1.6923340190644174
091616,1474062114.0968,school1,LACE1,school0,decision tree,RMSE,2.1231494144762726
091616,1474062114.101979,school1,LACE2,school0,decision tree,MAE,2.2173913043478262
091616,1474062114.105859,school1,LACE1,school1,linear regression,RMSE,1.9567787520789672
091616,1474062114.110644,school1,LACE2,school1,linear regression,MAE,1.3820785542902276
091616,1474062114.115271,school1,LACE1,school1,decision tree,RMSE,1.8038490605292143
091616,1474062114.120338,school1,LACE2,school1,decision tree,MAE,1.8378378378378379
091616,1474062114.124477,school1,LACE1,school2,linear regression,RMSE,2.5960220189427372
091616,1474062114.129505,school1,LACE2,school2,linear regression,MAE,1.9791758087905864
091616,1474062114.133891,school1,LACE1,school2,decision tree,RMSE,2.4485975986700792
091616,1474062114.140083,school1,LACE2,school2,decision tree,MAE,2.5106382978723403
091616,1474062114.14349,school1,LACE1,school3,linear regression,RMSE,2.4364462249259597
091616,1474062114.147599,school1,LACE2,school3,linear regression,MAE,1.5168259997493747
091616,1474062114.15092,school1,LACE1,school3,decision tree,RMSE,1.9491260304523113
091616,1474062114.155139,school1,LACE2,school3,decision tree,MAE,2.3529411764705883
091616,1474062114.159113,school2,LACE1,school0,linear regression,RMSE,3.4901243504488115
091616,1474062114.163598,school2,LACE2,school0,linear regression,MAE,2.7133981910158753
091616,1474062114.168248,school2,LACE1,school0,decision tree,RMSE,3.0122895066732376
091616,1474062114.17302,school2,LACE2,school0,decision tree,MAE,2.9420289855072466
091616,1474062114.177231,school2,LACE1,school1,linear regression,RMSE,2.4359580416108395
091616,1474062114.182527,school2,LACE2,school1,linear regression,MAE,1.5640005004322586
091616,1474062114.187547,school2,LACE1,school1,decision tree,RMSE,2.1663592139825711
091616,1474062114.192695,school2,LACE2,school1,decision tree,MAE,1.9324324324324325
091616,1474062114.198806,school2,LACE1,school2,linear regression,RMSE,1.7859324670578676
091616,1474062114.204532,school2,LACE2,school2,linear regression,MAE,1.4864401711475228
091616,1474062114.210379,school2,LACE1,school2,decision tree,RMSE,1.9194638358507079
091616,1474062114.21704,school2,LACE2,school2,decision tree,MAE,2.0531914893617023
091616,1474062114.221033,school2,LACE1,school3,linear regression,RMSE,3.4132577498565491
091616,1474062114.225413,school2,LACE2,school3,linear regression,MAE,2.5716457140635858
091616,1474062114.229285,school2,LACE1,school3,decision tree,RMSE,3.02544015582348
091616,1474062114.234233,school2,LACE2,school3,decision tree,MAE,3.0294117647058822
091616,1474062114.236967,school3,LACE1,school0,linear regression,RMSE,1.5268432405778471
