ADM_RATE,SAT_AVG,TUITFTE,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7
0.6735312685234984,798,2804,0.9254674973275275,0.0911,8446.215405022176,0.08965440361770197,0.22792879990324466,26830,0
0.7291373521485451,1030,8103,0.5960203952007738,0.4582935972732795,9084.72235557943,0.45030532213692853,0.08123150676238233,29540,1
0.6499759732584556,791,11026,0.8691741353399163,0.6931804026411114,9897.284023934888,0.26588283421799924,0.19468701821306877,31167,1
0.3475340392447609,830,6611,0.7177453437819448,0.6156752557895261,14292.030138761125,0.20163385991481797,0.30008701383760505,28897,1
0.4254197912189194,928,4724,0.5117073223072464,0.4328598795291995,13461.961668153981,0.20855702205221882,0.1531389972279894,26807,1
0.7412100147856036,943,5680,0.6222097385635497,0.3822742332674697,10459.38738216084,0.2939427170595029,0.09352008808753298,34286,2
0.5576605548652088,1030,9767,0.6582100657280102,0.5382405874929285,20569.849299324815,0.38683126999124917,0.12509885380327715,37107,2
0.43571507532702886,935,12709,0.6621898058435987,0.43023294140458496,11668.32161033119,0.406172048391644,0.10808530858946055,26430,2
0.5237090950468554,837,9947,0.8076232818015541,0.7155663587484354,22113.274589681918,0.36924151667042165,0.21943771783754654,25138,3
0.6981690935314322,990,9623,0.6759458529446495,0.44355241432165243,14283.466739715805,0.4326748062736874,0.09071481330528959,38081,3
0.926122445408676,829,5906,0.8310481255241072,0.6690538637130796,16494.62402826758,0.42280400325269024,0.1274700534382424,33274,4
0.5203583406222287,981,4791,0.5942174665312677,0.42259204240217196,13909.190636770467,0.41326649001218724,0.07740755611804133,33866,4
0.719959714801711,1162,13307,0.5738952891339157,0.34592401731148853,13303.50962186118,0.4720004662406621,0.05509875336133815,95600,5
0.6223634924173728,905,8379,0.4190748090774604,0.3738119866650184,5580.418596422224,0.14458989000218164,0.3507594718175896,29743,5
0.664319557128048,1098,12887,0.5803068791585932,0.3590707332094855,20039.622559758725,0.39518900637911175,0.10454680829882654,35022,6
0.7989967062768424,1107,7108,0.5911253747012001,0.38580545175141323,14167.05712885283,0.3499232566726806,0.05432709433856705,49102,6
0.5804226936800457,1056,5275,0.5762141302475549,0.41003724004578623,14638.868432871552,0.44557143640834007,0.09004784872017137,39932,7
0.6192768040405345,1104,21635,0.5102472924245917,0.15132298412866346,17973.36153755093,0.6054793748706633,0.0862509417009631,36939,7
0.6831431301703152,1080,12342,0.8401576675732944,0.5326726980252271,14367.021281761212,0.5065402922669688,0.046861967270462476,38443,7
0.6627487864430002,986,7565,0.5862085118971844,0.44454349177425184,16196.878874329992,0.49183686341790606,0.11219572931103682,38467,8
0.6728304211589364,1102,16109,0.5003709952547052,0.23664266634055103,18243.02038954576,0.6928552876112025,0.07114105443121778,35222,8
0.6194114223729301,983,14347,0.6997920333082188,0.2729270849998206,22094.163049971783,0.533498649983609,0.04050301710103185,36589,8
0.7747358824104533,1153,11085,0.3972433111815441,0.27328744125456417,15253.87051970333,0.6446184317114669,0.0628449562415439,46540,9
0.6949588876181849,1198,19546,0.709994915508113,0.17729997512907458,25534.066846253572,0.7104331588299702,0.028173135584698868,39474,9
0.6684409399432376,1256,21452,0.3115440458603549,0.12778293972407556,20106.894859204273,0.8699362770526825,0.0348893082759593,38851,10
0.43824848748997014,1144,5110,0.45570420870871087,0.4382793214572457,17315.022940673967,0.6130125743760448,0.06806053527754743,40811,10
0.6234000814405987,1191,17186,0.4626998947277974,0.1357733147593122,21555.97502223563,0.8206292853720455,0.025121538373030168,52169,11
0.43844364290936183,1222,9108,0.37064802670845287,0.22679292230529252,21119.73549485805,0.8239528455680007,0.05808647173821013,58938,11
0.897683397669315,982,13416,0.8005272497534238,0.630492854446583,11530.446207254601,0.3113763997469004,0.12586820637861634,26481,1
0.5918394252305363,802,22885,0.7594179581660835,0.455759524854612,13212.472587325425,0.18061611429601773,0.1769714776873449,40461,1
0.7141805684777356,881,14596,0.8879258027411681,0.5510081218323776,11753.577395841356,0.28651566315409144,0.1380779278369298,30095,1
0.6995987227900373,974,10072,0.735775887896902,0.5671270171794432,20483.89701179839,0.3569322132433597,0.10371054611831161,38431,1
0.3729052768311456,819,7781,0.894549739867912,0.7251893482559175,11177.246292302927,0.5604125264060383,0.17703860841289112,29657,2
0.32390216927263044,987,17140,0.6746387937798788,0.47305415255017813,16372.194684176915,0.3885016723896994,0.11579648689893311,33783,3
0.887698024279931,892,12505,0.8672526163065478,0.7412328026691557,13427.330957621605,0.37192661570709945,0.08144497021270533,28596,4
0.9431963686669227,965,10423,0.938583247723865,0.39424598372138625,14722.08803988461,0.3811686320328161,0.08225242221895905,31500,4
0.6085276780241836,944,12755,0.6517145034577789,0.40341061448998006,14708.448086462433,0.40406140494696074,0.05109466666638815,28942,5
0.8503709005744529,867,1736,0.8292041566033728,0.7574147931936615,17828.119755180745,0.2691575307483696,0.2142089583086275,29977,6
0.46024884311006864,914,3656,0.6791693274044261,0.5559331552789253,18630.000676522104,0.24674364306491348,0.10138224243465815,37267,6
0.5512649675770176,1055,15722,0.5811542085138822,0.4156329197519511,19840.570838268308,0.3826898969487881,0.04366542946035007,51938,6
0.48892066016260194,1102,6762,0.8075920431480238,0.4317119582970594,18769.25624188863,0.597280185906501,0.06905916699353742,26639,6
0.4990136166735969,1101,15226,0.6656131944161948,0.22212723594039185,17080.537169614054,0.5983616375289794,0.07888305828125512,43963,7
0.6650007951789039,894,5077,0.786187420953837,0.6307661431577145,24043.932896405062,0.4091457101292622,0.15731592793737326,29701,7
0.9632181227683227,1101,15727,0.5842958152936258,0.23580499313394054,19107.792587735217,0.6449606630934246,0.05842925607664164,42930,8
0.4762298047409184,967,4213,0.7587138563890586,0.6289632757968127,21045.873423975958,0.431945881264065,0.14089116843492278,40056,9
1.0,666,25590,0.21568415040503597,0.10334486141887295,13996.825517468435,0.0536,0.04982336936265937,73059,11
