ADM_RATE,SAT_AVG,TUITFTE,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7
0.45083265246856985,903,5405,0.3813664596982544,0.4942257799588096,12084.901657398663,0.4735866546022154,0.0710234289489912,40590,5
0.8529542997025532,1076,7084,0.3982580528149442,0.28254636278374,12441.826942806876,0.522488078153588,0.052903660420039564,42643,6
0.7783071306483108,1079,14358,0.8486418805447071,0.5164036178920934,21126.25621745389,0.559042715924179,0.06021837622569849,48540,7
0.9319699899804168,1037,11409,0.6025687513496492,0.23404897372804764,17137.795111179814,0.604982464826895,0.03035508670848971,37786,4
0.09544559721188059,1486,24833,0.0988632228546897,0.14456120919160823,10691.041285845022,0.9181062866280533,0.199,53673,10
0.3596100017769409,1019,15826,0.6633656209193024,0.47372217512547427,23221.9359007417,0.6131863037351574,0.03387053928489275,44699,8
0.7680773894449001,1039,27276,0.9520514719641413,0.3571726040669297,15308.412867966023,0.3093555086702289,0.031212514348615585,28949,2
0.6750104116813448,1144,18531,0.6304520144758055,0.26329147261843844,20925.44999820055,0.7311459814683032,0.022754896276852444,45033,8
0.9597029424791503,974,5622,0.5802367930522347,0.4041142885424355,12365.367836134903,0.31826877513667096,0.13499254655688275,32490,1
0.6460417097285134,1058,10907,0.5968506351829677,0.5533106573632004,18106.71574449562,0.6806095630786622,0.06585628844278923,39129,8
0.5211028629749103,1191,28190,0.4584764630962287,0.17673346551255698,21021.45010587418,0.7729773792226585,0.042063160232673924,51293,9
0.7341191072769725,1059,14764,0.6851094385766614,0.3725235890156062,19201.32473473665,0.6087207483836892,0.05186521303576161,43174,7
0.8304699578525331,1128,8907,0.503338267461555,0.31038861160386133,13934.149544828,0.505031851963209,0.06059629274005223,38748,4
0.9791080144797516,1071,4549,0.3440941376667631,0.3524137721082382,9466.084947367346,0.49006986947675746,0.06103552146184991,40424,2
0.7725978588423509,1113,9755,0.5045804482658407,0.32196969898192596,16391.96460480067,0.6271081414524463,0.04570539110652964,41714,7
0.46917680555669444,1226,25196,0.6662385052695183,0.19099676670391635,17997.496062974737,0.7824592882169703,0.028980016225980156,49186,9
0.25780001070635883,1338,29835,0.2980324388216712,0.11814428369830607,18214.66788707955,0.8578795034408789,0.0248681296592382,32299,10
0.6767121313322512,959,5897,0.3969381393254911,0.5103462383129951,14456.31696484433,0.41670926637245265,0.07499937960488014,42155,7
0.4266853705683685,1211,14781,0.4111597275539177,0.44643458536790315,14670.904500250223,0.8325177990522533,0.03286329788011764,52234,9
0.8034486135894419,981,7959,0.5444613435116923,0.3810079720471827,15663.571175687934,0.44362108731440775,0.06022003647342459,39022,4
