ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7
0.3992,1334,23516,0.9068,0.4667,0.1861,22650,0.8409,0.018,1
0.2951,1306,30266,0.941,0.4098,0.1061,25000,0.9076,0.013,1
0.2549,1432,27890,0.9422,0.3964,0.137,23000,0.8799,0.009,1
0.758,1069,15389,0.8509,0.6649,0.2666,19500,0.7033,0.031,1
0.4444,1285,26821,0.8985,0.4329,0.1215,19545,0.8562,0.017,1
0.815,1197,23329,0.8644,0.5641,0.2021,17027.5,0.6951,0.035,1
0.7409,1122,19958,0.8761,0.6763,0.2023,25500,0.7688,0.028,1
0.6957,1117,20211,0.8167,0.7321,0.2175,23872.5,0.7741,0.036,1
0.4163,1282,27513,0.8817,0.5473,0.1404,19957,0.8357,0.026,1
0.2349,1400,25687,0.9783,0.2033,0.1502,13399,0.9333,0.033,1
0.3414,1283,26630,0.9126,0.4236,0.1065,21648,0.8832,0.016,1
0.3084,1322,25245,0.9392,0.4495,0.1472,22500,0.8584,0.009,1
0.659,1154,16857,0.8658,0.668,0.2044,23000,0.758,0.026,1
0.4616,1246,22437,0.9071,0.41,0.0784,24187,0.8584,0.028,1
0.542,1199,24891,0.9236,0.522,0.1768,21500,0.8484,0.077,1
0.7873,1110,23462,0.8902,0.5054,0.1357,20500,0.7851,0.044,1
0.7233,1129,18087,0.8384,0.6926,0.2248,21000,0.747,0.037,1
0.1432,1442,25716,0.955,0.2616,0.1411,17718.5,0.9342,0,1
0.1224,1442,36792,0.9778,0.2328,0.1417,19500,0.9569,0.013,1
0.5613,1258,16043,0.9087,0.5513,0.1706,22000,0.8044,0.042,1
0.7503,1121,19604,0.9032,0.6741,0.2014,26442,0.8176,0.04,1
0.5635,1165,22447,0.8799,0.7424,0.2632,27000,0.7181,0.024,1
0.6633,1182,20898,0.8925,0.6988,0.2155,27000,0.7906,0.029,1
0.489,1316,26055,0.9402,0.4356,0.1156,25000,0.9008,0.02,1
0.0918,1425,29320,0.9714,0.2317,0.1444,15164,0.9452,0.013,1
0.7655,1137,22197,0.9026,0.6148,0.1676,26706,0.8198,0.025,1
0.5979,1158,23856,0.9078,0.5326,0.1341,27000,0.8504,0.023,1
0.5787,1259,14345,0.9194,0.4174,0.1782,20008,0.8253,0.04,1
0.6397,1237,22453,0.8746,0.3381,0.146,20500,0.8426,0.027,1
0.688,1186,15560,0.895,0.412,0.1902,19500,0.8156,0.026,1
0.7987,1193,21777,0.8333,0.6481,0.1756,19173,0.6796,0.019,1
0.5764,1288,18208,0.9259,0.3979,0.1426,22991,0.7832,0.042,1
0.1274,1475,22796,0.9732,0.1349,0.1429,13000,0.9252,0.013,1
0.5747,1215,19090,0.8825,0.4916,0.22,21000,0.7472,0.048,1
0.1674,1454,18601,0.9817,0.1798,0.1723,7727,0.9111,0.013,1
0.507,1302,25050,0.8891,0.3247,0.1735,19000,0.7902,0.04,1
0.5217,1168,16516,0.8736,0.5244,0.259,20644,0.7008,0.084,1
0.6947,1182,8988,0.9143,0.3511,0.2162,16566.5,0.7908,0.048,1
0.4739,1206,23965,0.9021,0.3421,0.1447,19500,0.76,0.043,1
0.4019,1262,10476,0.9363,0.4008,0.2683,20500,0.7944,0.047,1
0.6393,1270,16474,0.9563,0.3828,0.1549,18500,0.8162,0.027,1
0.3321,1358,16797,0.9562,0.2944,0.1175,19500,0.8993,0.009,1
0.6356,1149,8595,0.9237,0.3884,0.1343,18500,0.815,0.025,1
0.3116,1313,23186,0.9373,0.4229,0.2005,18370,0.8502,0.017,1
0.2999,1362,17576,0.97,0.2414,0.1205,17746,0.9307,0.017,1
0.4732,1141,12355,0.8411,0.4645,0.1508,19710,0.7585,0.06,1
0.7028,1220,11414,0.9119,0.4304,0.1735,21500,0.8243,0.026,1
0.1843,1392,26455,0.9666,0.2301,0.0958,18543,0.9024,0.011,1
0.1716,1391,42339,0.9515,0.2514,0.1103,17777.5,0.936,0.016,1
0.7511,1173,22999,0.8787,0.7463,0.1725,25000,0.7481,0.028,1
0.7755,1190,21995,0.8577,0.4674,0.1948,18878,0.7582,0.038,1
0.6651,1204,18962,0.9425,0.5318,0.1879,26035,0.8228,0.023,1
0.7214,1145,18629,0.8546,0.6689,0.3147,20981.5,0.6899,0.019,1
0.7323,1175,24756,0.8602,0.5757,0.2109,24000,0.7663,0.038,1
0.8522,1233,25089,0.8669,0.5632,0.2071,20789,0.7816,0.024,1
0.5745,1217,20795,0.9071,0.508,0.1689,24760,0.7824,0.025,1
0.6792,1268,10866,0.9517,0.3616,0.1501,21000,0.8284,0.016,1
