DATA,CLOCK,HANDLER,SRC_DB,TEST_DB,CLF,MEASURE,VALUE
091916,1474341206.459539,org,school_01,school_01,decision tree,RMSE,1.9823293443899854
091916,1474341206.486094,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341206.486497,org,school_01,school_02,decision tree,RMSE,2.2599573906176653
091916,1474341206.51429,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341206.514707,org,school_02,school_01,decision tree,RMSE,2.782884195298907
091916,1474341206.543311,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341206.543725,org,school_02,school_02,decision tree,RMSE,2.0339707561902252
091916,1474341206.555073,lace1,school_01,school_01,linear regression,RMSE,1.6953247382750252
091916,1474341206.555464,lace1,school_01,school_01,decision tree,RMSE,1.7867827491311283
091916,1474341206.566673,lace1,school_01,school_02,linear regression,RMSE,1.926725252518211
091916,1474341206.567062,lace1,school_01,school_02,decision tree,RMSE,2.1747711671873962
091916,1474341206.578559,lace1,school_02,school_01,linear regression,RMSE,2.1306649267790911
091916,1474341206.578949,lace1,school_02,school_01,decision tree,RMSE,2.4936957550027063
091916,1474341206.590881,lace1,school_02,school_02,linear regression,RMSE,1.6900650842157112
091916,1474341206.591399,lace1,school_02,school_02,decision tree,RMSE,1.7940229983248595
091916,1474341206.60007,lace2,school_01,school_01,linear regression,RMSE,1.7069558268550533
091916,1474341206.600461,lace2,school_01,school_01,decision tree,RMSE,1.9138868730839247
091916,1474341206.608707,lace2,school_01,school_02,linear regression,RMSE,1.869890452651177
091916,1474341206.609095,lace2,school_01,school_02,decision tree,RMSE,2.1456243156022685
091916,1474341206.617722,lace2,school_02,school_01,linear regression,RMSE,2.345405754484005
091916,1474341206.618118,lace2,school_02,school_01,decision tree,RMSE,2.9589788028229531
091916,1474341206.62663,lace2,school_02,school_02,linear regression,RMSE,1.7542212402231701
091916,1474341206.627022,lace2,school_02,school_02,decision tree,RMSE,2.4182944709336263
091916,1474341208.11281,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341208.113242,org,school_01,school_01,decision tree,RMSE,1.9407902170679516
091916,1474341208.142286,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341208.142822,org,school_01,school_02,decision tree,RMSE,2.2648685678488345
091916,1474341208.172928,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341208.173331,org,school_02,school_01,decision tree,RMSE,2.7775555466659556
091916,1474341208.201446,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341208.201854,org,school_02,school_02,decision tree,RMSE,2.0584064314505621
091916,1474341208.213148,lace1,school_01,school_01,linear regression,RMSE,1.6468893740612618
091916,1474341208.213535,lace1,school_01,school_01,decision tree,RMSE,1.8826694995257252
091916,1474341208.224808,lace1,school_01,school_02,linear regression,RMSE,1.9214786944572948
091916,1474341208.225199,lace1,school_01,school_02,decision tree,RMSE,2.2607766610417559
091916,1474341208.237077,lace1,school_02,school_01,linear regression,RMSE,2.2065885161635936
091916,1474341208.237468,lace1,school_02,school_01,decision tree,RMSE,2.5407785333546005
091916,1474341208.24915,lace1,school_02,school_02,linear regression,RMSE,1.7062594045515811
091916,1474341208.249541,lace1,school_02,school_02,decision tree,RMSE,1.9813949444585564
091916,1474341208.258446,lace2,school_01,school_01,linear regression,RMSE,1.6596198367224262
091916,1474341208.258839,lace2,school_01,school_01,decision tree,RMSE,1.9588356329812455
091916,1474341208.26753,lace2,school_01,school_02,linear regression,RMSE,1.9659908993332129
091916,1474341208.267918,lace2,school_01,school_02,decision tree,RMSE,2.336505779847176
091916,1474341208.276016,lace2,school_02,school_01,linear regression,RMSE,2.1987138402626707
091916,1474341208.276404,lace2,school_02,school_01,decision tree,RMSE,2.7494107112723736
091916,1474341208.284582,lace2,school_02,school_02,linear regression,RMSE,1.6500360548351372
091916,1474341208.284971,lace2,school_02,school_02,decision tree,RMSE,2.3396739247326912
091916,1474341209.777704,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341209.778225,org,school_01,school_01,decision tree,RMSE,1.9569439515810434
091916,1474341209.805261,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341209.805664,org,school_01,school_02,decision tree,RMSE,2.2566773346211
091916,1474341209.834232,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341209.834642,org,school_02,school_01,decision tree,RMSE,2.7928480087537881
091916,1474341209.862013,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341209.862418,org,school_02,school_02,decision tree,RMSE,2.0110804171997807
091916,1474341209.873913,lace1,school_01,school_01,linear regression,RMSE,1.7038750205749258
091916,1474341209.8743,lace1,school_01,school_01,decision tree,RMSE,2.0430550834654642
091916,1474341209.885524,lace1,school_01,school_02,linear regression,RMSE,1.8911723835153613
091916,1474341209.88591,lace1,school_01,school_02,decision tree,RMSE,2.2018510731082945
091916,1474341209.897323,lace1,school_02,school_01,linear regression,RMSE,2.1417853418647201
091916,1474341209.897712,lace1,school_02,school_01,decision tree,RMSE,2.507027160839145
091916,1474341209.909108,lace1,school_02,school_02,linear regression,RMSE,1.7179514915308967
091916,1474341209.909503,lace1,school_02,school_02,decision tree,RMSE,1.9925788241297684
091916,1474341209.917864,lace2,school_01,school_01,linear regression,RMSE,1.6947077766538148
091916,1474341209.918258,lace2,school_01,school_01,decision tree,RMSE,2.0110804171997807
091916,1474341209.926676,lace2,school_01,school_02,linear regression,RMSE,1.8104114248195213
091916,1474341209.927064,lace2,school_01,school_02,decision tree,RMSE,2.3538778092205086
091916,1474341209.936044,lace2,school_02,school_01,linear regression,RMSE,2.2859778641362856
091916,1474341209.936434,lace2,school_02,school_01,decision tree,RMSE,2.7875384069767311
091916,1474341209.945381,lace2,school_02,school_02,linear regression,RMSE,1.7073291353858329
091916,1474341209.94577,lace2,school_02,school_02,decision tree,RMSE,2.2377237111420629
091916,1474341211.426581,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341211.426988,org,school_01,school_01,decision tree,RMSE,1.9776529298921768
091916,1474341211.457247,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341211.457646,org,school_01,school_02,decision tree,RMSE,2.2746591116196013
091916,1474341211.485912,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341211.486313,org,school_02,school_01,decision tree,RMSE,2.7775555466659556
091916,1474341211.51466,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341211.515054,org,school_02,school_02,decision tree,RMSE,2.0646943994119233
091916,1474341211.526217,lace1,school_01,school_01,linear regression,RMSE,1.6904414436348516
091916,1474341211.526598,lace1,school_01,school_01,decision tree,RMSE,1.7480147469502525
091916,1474341211.537693,lace1,school_01,school_02,linear regression,RMSE,1.945591516256562
091916,1474341211.538074,lace1,school_01,school_02,decision tree,RMSE,2.0718572809420519
091916,1474341211.549519,lace1,school_02,school_01,linear regression,RMSE,2.1853428890982007
091916,1474341211.549899,lace1,school_02,school_01,decision tree,RMSE,2.4547761457872133
091916,1474341211.561186,lace1,school_02,school_02,linear regression,RMSE,1.7237562735617806
091916,1474341211.561567,lace1,school_02,school_02,decision tree,RMSE,1.9644997478389401
091916,1474341211.569866,lace2,school_01,school_01,linear regression,RMSE,1.6893423808073662
091916,1474341211.570247,lace2,school_01,school_01,decision tree,RMSE,2.1849654629018906
091916,1474341211.578516,lace2,school_01,school_02,linear regression,RMSE,1.8615294353326364
091916,1474341211.578896,lace2,school_01,school_02,decision tree,RMSE,2.2393782205815111
091916,1474341211.587356,lace2,school_02,school_01,linear regression,RMSE,2.3011895872581691
091916,1474341211.587735,lace2,school_02,school_01,decision tree,RMSE,2.8473509455996826
091916,1474341211.596378,lace2,school_02,school_02,linear regression,RMSE,1.7450796112709293
091916,1474341211.596762,lace2,school_02,school_02,decision tree,RMSE,2.4236489172473132
091916,1474341213.098599,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341213.099014,org,school_01,school_01,decision tree,RMSE,1.9795248213949019
091916,1474341213.125224,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341213.125628,org,school_01,school_02,decision tree,RMSE,2.2377237111420629
091916,1474341213.153476,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341213.153886,org,school_02,school_01,decision tree,RMSE,2.7304863221696527
091916,1474341213.181389,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341213.181791,org,school_02,school_02,decision tree,RMSE,2.021184104723067
091916,1474341213.193008,lace1,school_01,school_01,linear regression,RMSE,1.625759718883163
091916,1474341213.193398,lace1,school_01,school_01,decision tree,RMSE,1.8529256146249728
091916,1474341213.204614,lace1,school_01,school_02,linear regression,RMSE,1.9194442832289647
091916,1474341213.205005,lace1,school_01,school_02,decision tree,RMSE,2.1967990181001826
091916,1474341213.216287,lace1,school_02,school_01,linear regression,RMSE,2.2324725791140483
091916,1474341213.216675,lace1,school_02,school_01,decision tree,RMSE,2.5429641497014202
091916,1474341213.22795,lace1,school_02,school_02,linear regression,RMSE,1.739597155880062
091916,1474341213.228342,lace1,school_02,school_02,decision tree,RMSE,2.0923139768633621
091916,1474341213.236437,lace2,school_01,school_01,linear regression,RMSE,1.7894180912615387
091916,1474341213.236825,lace2,school_01,school_01,decision tree,RMSE,2.0878839190096894
091916,1474341213.245042,lace2,school_01,school_02,linear regression,RMSE,1.8903867557768903
091916,1474341213.245429,lace2,school_01,school_02,decision tree,RMSE,2.2722154305793638
091916,1474341213.254775,lace2,school_02,school_01,linear regression,RMSE,2.3301407006580117
091916,1474341213.255166,lace2,school_02,school_01,decision tree,RMSE,2.8271173644885339
091916,1474341213.264344,lace2,school_02,school_02,linear regression,RMSE,1.7278195230923754
091916,1474341213.264736,lace2,school_02,school_02,decision tree,RMSE,2.1447610589527217
091916,1474341214.700471,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341214.700861,org,school_01,school_01,decision tree,RMSE,1.9187187082742174
091916,1474341214.727052,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341214.727432,org,school_01,school_02,decision tree,RMSE,2.1875066137466157
091916,1474341214.754316,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341214.754694,org,school_02,school_01,decision tree,RMSE,2.7487370837451071
091916,1474341214.782069,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341214.782448,org,school_02,school_02,decision tree,RMSE,2.0566063380310848
091916,1474341214.79402,lace1,school_01,school_01,linear regression,RMSE,1.6084792592223087
091916,1474341214.794388,lace1,school_01,school_01,decision tree,RMSE,2.1256807188565543
091916,1474341214.805524,lace1,school_01,school_02,linear regression,RMSE,1.9288479924270996
091916,1474341214.805889,lace1,school_01,school_02,decision tree,RMSE,2.0548046676563256
091916,1474341214.817691,lace1,school_02,school_01,linear regression,RMSE,2.2077173738390585
091916,1474341214.818081,lace1,school_02,school_01,decision tree,RMSE,2.2566773346211
091916,1474341214.829752,lace1,school_02,school_02,linear regression,RMSE,1.7535614978468232
091916,1474341214.830121,lace1,school_02,school_02,decision tree,RMSE,1.8135294011647258
091916,1474341214.838204,lace2,school_01,school_01,linear regression,RMSE,1.67514733286518
091916,1474341214.838567,lace2,school_01,school_01,decision tree,RMSE,2.025760031125035
091916,1474341214.846456,lace2,school_01,school_02,linear regression,RMSE,1.9994013438166012
091916,1474341214.846818,lace2,school_01,school_02,decision tree,RMSE,2.3679964964939049
091916,1474341214.855414,lace2,school_02,school_01,linear regression,RMSE,2.3563156008228794
091916,1474341214.855782,lace2,school_02,school_01,decision tree,RMSE,2.8687331053323222
091916,1474341214.864581,lace2,school_02,school_02,linear regression,RMSE,1.7138070596589696
091916,1474341214.864945,lace2,school_02,school_02,decision tree,RMSE,2.3005635380472742
091916,1474341216.430685,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341216.431103,org,school_01,school_01,decision tree,RMSE,1.9916492328386208
091916,1474341216.458647,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341216.459054,org,school_01,school_02,decision tree,RMSE,2.263232692902394
091916,1474341216.486561,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341216.486965,org,school_02,school_01,decision tree,RMSE,2.7196132622665847
091916,1474341216.514272,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341216.514676,org,school_02,school_02,decision tree,RMSE,2.0772132328711019
091916,1474341216.52607,lace1,school_01,school_01,linear regression,RMSE,1.6893865522973004
091916,1474341216.526464,lace1,school_01,school_01,decision tree,RMSE,2.0202676757007922
091916,1474341216.537774,lace1,school_01,school_02,linear regression,RMSE,1.9357615010535079
091916,1474341216.538172,lace1,school_01,school_02,decision tree,RMSE,2.2202769263381605
091916,1474341216.5494,lace1,school_02,school_01,linear regression,RMSE,2.1038967865453486
091916,1474341216.549789,lace1,school_02,school_01,decision tree,RMSE,2.4892360868941892
091916,1474341216.560996,lace1,school_02,school_02,linear regression,RMSE,1.754439929482561
091916,1474341216.561387,lace1,school_02,school_02,decision tree,RMSE,1.9465068427541909
091916,1474341216.570414,lace2,school_01,school_01,linear regression,RMSE,1.6835144178380008
091916,1474341216.570804,lace2,school_01,school_01,decision tree,RMSE,2.055705700222171
091916,1474341216.580621,lace2,school_01,school_02,linear regression,RMSE,1.8965080952552611
091916,1474341216.58103,lace2,school_01,school_02,decision tree,RMSE,2.4297538360302475
091916,1474341216.591183,lace2,school_02,school_01,linear regression,RMSE,2.3067741556730486
091916,1474341216.591579,lace2,school_02,school_01,decision tree,RMSE,3.2099382710114073
091916,1474341216.601275,lace2,school_02,school_02,linear regression,RMSE,1.6872186265380087
091916,1474341216.601666,lace2,school_02,school_02,decision tree,RMSE,2.5704877761637785
