ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3
0.28021091336110215,992,24065,0.6822356342965785,0.748623638662684,0.4478112882542933,21074.465168272607,0.5069921694783801,0.043369066500578576,0
0.6091219211118031,774,9609,0.5139679023753854,0.891921564272902,0.6561557438607339,15348.168758802904,0.3275049111455068,0.2719416125100559,1
0.5765305597755307,1092,11354,0.6933367903927941,0.7508079418255583,0.41098731040061814,16300.099929392949,0.5689318963751271,0.07195169463323359,1
0.5305209556788701,847,8394,0.635634555257666,0.8894844981538675,0.8009924301547252,16863.512022672876,0.2321532739952412,0.18459840418818807,1
0.9717516860660332,1138,10526,0.8365242701836246,0.70140678404814,0.3402105220429998,15344.115922559793,0.7848368055825806,0.0243329787142768,2
0.6482588794380341,1094,12966,0.81008066436526,0.6636053299204308,0.3801877848995142,20712.249690732926,0.6531295816981318,0.044773374568924294,2
0.913009710652196,1076,9597,0.6161886293302246,0.568376220172338,0.43689094476240375,13630.170721064482,0.5061063399670445,0.09211150981604296,2
0.5762779372375293,1054,18224,0.6757392745585107,0.8963913041670347,0.37687993813945253,20637.61744735163,0.5793764961733455,0.06888390575027045,2
0.8821948445457113,945,5161,0.7053286733427276,0.7655637474505225,0.4698899921755648,18084.805879324333,0.4023512872008801,0.09720314695181781,2
0.7080794983502225,1013,7481,0.6978746863918476,0.6762104640685086,0.42033064018666144,20456.34691158842,0.5396473619056188,0.08617339887631444,2
0.8526534108968393,878,42339,0.6092511734755873,0.24256662636133303,0.5904195854915029,38000,0.1582907958020583,0.18215993646504663,3
0.5594112342530639,1092,9505,0.7527011654471298,0.494691101025498,0.33924438264333456,11776.602387456536,0.5522945203435484,0.053000097991130264,3
0.6329318481963272,996,6091,0.6758661464580614,0.6431709033937542,0.43879853027066335,16269.961824450096,0.39091478778884714,0.0964839808776314,3
0.850515493900203,991,8695,0.6536710957034214,0.6267836670160727,0.3891733724827773,9897.010821859272,0.2490094331459259,0.13754880668259772,3
0.6155266062946465,1054,18980,0.7064239000014533,0.7012626072785798,0.3684176728124926,20199.994800937537,0.6322795074125424,0.05158471098193141,3
0.976668432697463,970,10236,0.62731858058772,0.8668440593431443,0.42936810047654006,16795.303520999405,0.4635313859714746,0.10093034366992802,4
0.6554264848430533,1026,12732,0.7953381524058143,0.6305742291756826,0.300008290183518,20518.83425666185,0.64211552316346,0.070786715375477,4
0.5928907054511146,943,13104,0.7390059067498884,0.8691949156590416,0.5062157660735191,17474.51037426146,0.5785435614144129,0.08512617450224128,4
0.4843475445252934,902,10277,0.624970727900467,0.6873038790056564,0.516542437385067,19139.56011088247,0.39979608959664453,0.1078075243407012,4
0.6578657465458049,1016,12285,0.7153830946414,0.7484436620226829,0.3936603402529935,15393.364883696842,0.5170490577793386,0.045756847792878606,4
0.8611025950553479,957,15996,0.7028963700872765,0.7058649284399029,0.36687109705007964,17673.85779530736,0.46309430486332315,0.08895688985273711,4
0.7508655100217879,986,6124,0.647118678972791,0.5230382960600368,0.3745664955971671,14108.923261377748,0.4135604585995464,0.11409032792809687,4
0.7865966959684625,1036,9326,0.6295063870718055,0.6638890711077117,0.3777942786118217,15669.029643346179,0.6244623797153402,0.12131558609225115,4
0.7715915036731312,904,9446,0.763014518782497,0.5990047537746135,0.3568055416422035,17819.199273528408,0.5108243884489507,0.06244015046518727,4
0.38102636146876606,1096,2489,0.6327006845460068,0.19589726013048298,0.26925418273105706,38000,0.49338708585450686,0.062121041666048614,4
0.9652313893822883,1101,5284,0.7370071274154706,0.5124217239303727,0.34860408624946504,14936.076239222934,0.47723940074460214,0.07315173854773951,4
0.5567872245135422,1026,14190,0.6020477456394612,0.8922282217565672,0.4171679362954516,12388.892683264763,0.3575545038943292,0.0667589179217074,4
0.5538313200733115,1015,12831,0.6876688855020638,0.7716037718620103,0.46709284090785946,16274.458422470978,0.5201557131021955,0.039113770903728626,4
0.5422831320631365,1069,16842,0.6684117354041418,0.7287306556634809,0.3439487869797299,17460.300334381478,0.3526496144957709,0.030878685694743054,4
0.6316366311722372,1015,8344,0.7850097650686138,0.5746635119668213,0.31626960625972167,17214.05439388626,0.528561920097948,0.07340235303549446,5
0.6417327936855307,931,15294,0.6872231408696674,0.7269847029402464,0.4738262912664911,18969.959021528015,0.31926085427839657,0.09396450570736087,5
0.6244878115160356,1136,16067,0.7949817487371686,0.7082244483789584,0.2321035875565039,19652.874297733524,0.630305695402441,0.05151987509531572,5
0.7402606418551884,958,7769,0.5175500713293922,0.8378129842918065,0.6003765325904923,10775.962714412111,0.29206202939554826,0.11587828318682444,5
0.6803201275683194,1026,12904,0.8373023035000456,0.6934500837901857,0.281026560794468,24730.507473895075,0.6878667076044936,0.051403743433025714,5
0.8372981284938863,1015,7451,0.8236567558388728,0.4284200611144541,0.30732033481991466,15147.7920374902,0.5261707135572827,0.060647647607706884,5
0.8642797911697708,996,16761,0.7459154918372246,0.5821458277331218,0.20394595350184758,20544.298865422017,0.46883353630646984,0.06502193079597855,5
0.7436429674139963,1066,7930,0.6259340706391467,0.5648480461550073,0.419953760422766,17133.274551098235,0.28754711302327945,0.11541313729133189,5
0.5984579426100244,1044,15566,0.7995148447428166,0.7278867396096291,0.4261022484709006,22663.736017607265,0.6428124587600946,0.05487222145593568,5
0.8118844589398001,1153,12589,0.855784201671168,0.4590490323040602,0.3471004360146776,16895.583397197574,0.6041864586890414,0.07863698066619555,5
0.7317847725472691,904,14455,0.6052510151133633,0.5457389190328172,0.5364736350409611,10406.52809666271,0.2309793633326371,0.08265426588289693,5
