ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,CDR3,mn_earn_wne_p7
0.297222617470943,982,23806,0.7366162698841145,0.7510242403795377,0.4387749356226671,20910,0.06251897849242433,0
0.673992755356011,817,12517,0.6750533106228376,0.3925062984344481,0.4534529240744797,11496,0.0860417095070165,1
0.8505116475362264,872,4645,0.6748130505235608,0.8750113733449537,0.8062077013628576,20216,0.14880027714611183,1
0.46552518578453383,846,6365,0.4489904385447478,0.6915935186970719,0.6502933714576623,27000,0.05714067951227445,1
0.20013605543249421,724,5708,0.6711905170305305,0.029,0.8253941514819845,10624,0.20351769656323293,1
0.54126896052631,826,5087,0.6970685058705768,0.8043155887776836,0.7420956034214448,18845,0.24001045607888868,1
0.5342188736473376,860,9322,0.6447630956312165,0.8532962943900196,0.7929397426353678,16554,0.20086712551323313,1
0.6723578812589472,748,13371,0.49664702938194505,0.029,0.8015006678732135,15692,0.23813614492318944,1
0.5332608433317324,863,42339,0.7272270241230957,0.6970528304316015,0.598804281627861,16678,0.1421965339780903,1
0.33946964176034855,835,9497,0.5351214472462756,0.7162258805441908,0.6345095775922525,13523,0.26810520567657314,1
0.5094831469540777,754,15759,0.5351458365209314,0.7823436345524656,0.7515824452447748,13777,0.2992487545896025,1
0.6857316692754633,839,10385,0.6170965018186712,0.029,0.7542610579393662,18248,0.1618998740369904,1
0.6165281728601074,696,12626,0.5043233338724181,0.8160515482518791,0.7197007781034506,13526,0.29721987933107236,1
0.4749847100057047,820,10313,0.6292712800530293,0.7780044452932889,0.6667332884761595,21142,0.21718603120876193,1
0.22873426236439612,842,7263,0.5506703230694718,0.8602093650154113,0.1016,12189,0.23454488059753556,1
0.48409328158857634,890,42339,0.6674631214376857,0.7898937162319125,0.7016912886380903,22869,0.1461145739359892,1
0.913573102932257,880,10902,0.43847505417584093,0.6739447366124252,0.6318259448355855,10443,0.11421506984788876,1
0.47559796461571974,817,12380,0.6906431270571782,0.854293378853602,0.8019447673413004,14572,0.2657962143858886,1
0.19573609810194098,789,5137,0.5049671939459814,0.7276930228006958,0.7237529879190786,22111,0.17501625960320263,1
0.41426154067056103,865,8743,0.5892239437604417,0.8602673839676208,0.731117572272232,19319,0.2862271847651316,1
0.7255182751103711,684,4382,0.5759226248975311,0.8144041871955002,0.6982388963154176,18699,0.35251541421482135,1
0.7357924559723497,1062,11795,0.7138680034622047,0.7671907372448906,0.4024877832940781,16210,0.06030604844636419,2
0.9288679435904295,945,11234,0.65794723100791,0.8073900221654868,0.6266260394818643,20059,0.09869979409489188,2
0.9490552053694571,926,10129,0.6262380406295545,0.7539915035682114,0.47537910643545667,17415,0.14247073996798473,2
0.7294901815661421,1034,8056,0.5263184859748243,0.6028094433213765,0.4630162123702002,9974,0.09411383863057231,2
0.7025131461046414,1041,17310,0.7948915135880785,0.7974353680860807,0.4282715839868345,5500,0.05979617838328018,2
0.6090132303551091,1150,25458,0.8386571409443959,0.6367193464701348,0.26539234525933164,22348,0.05090536564163779,2
0.9237179037672124,791,4584,0.663814565705054,0.833130893770622,0.7058391236092959,17577,0.14366647207425487,2
0.7052111556608227,912,3089,0.6831171890360711,0.6574246441554441,0.5475440126727653,12929,0.16705114429066178,2
0.8091183259038939,1070,32090,0.8147475891135362,0.7352888597382808,0.33468511211099977,26373,0.11384621869188453,2
0.9797435732722686,1031,12122,0.6894378202962497,0.6637298627488247,0.5481094840916149,9932,0.08283090720366666,2
0.6541015356711868,1031,4680,0.6402490908220597,0.9173190453239127,0.48294972312247797,14444,0.11054428376856312,2
0.9472062552843515,954,10983,0.6307807574918204,0.6982673525617727,0.5453619097692036,10485,0.10654482519614118,2
0.9536548742950264,1002,2985,0.6767053509289106,0.6656682341664016,0.6285142435404565,11204,0.15242768275400062,2
0.4699780343384407,1011,6260,0.6158029994194535,0.6910064661876586,0.5703051672101648,7045,0.12166691401224417,2
0.6572487164942152,950,11557,0.5441277214093256,0.6465373850146025,0.4243638041856861,9062,0.15958565702050806,2
0.9801021983334423,1090,7115,0.7338029537006797,0.5267232718486057,0.45322450574899376,14664,0.07418410482380343,2
0.6012658539623222,1063,20034,0.6883651563796553,0.8923160720363139,0.3783879977588407,20843,0.06742699767694575,2
0.7283270630387246,995,11918,0.6996439718590994,0.808050236569961,0.4188763210181471,16960,0.12550364893825275,2
0.9233527794440807,812,8416,0.6212154990491223,0.8023245338597831,0.7252970250737959,19867,0.15364087321832068,2
0.4462224482701257,968,3419,0.6263612515733983,0.6278908400182033,0.45421632959207847,11276,0.1680342036279664,2
0.8334205940558306,994,4234,0.6499249242139222,0.5587184526879303,0.5585236035619694,14699,0.14207060870878924,3
0.41280415938635534,952,4147,0.9934,0.35904250087358053,0.41877195054462535,8842,0.08453073850142596,3
0.6268232420436983,984,5673,0.7267760886236525,0.5584431090740185,0.287770779315115,13240,0.0841681601004823,3
0.6115342994068151,1001,5272,0.7191580487710404,0.6045801956340322,0.4211629218982126,15179,0.12498051946598737,3
0.5599204675664535,978,5621,0.6674640505417009,0.6159203783662923,0.4512235685536963,14863,0.11214902072723665,3
0.6270750584543847,971,6092,0.6691705600926204,0.6584812775125624,0.4663533310328648,16101,0.09343305215519335,3
0.794309957523939,960,6881,0.6642066936607653,0.5525383680180085,0.4272345678404923,10580,0.1721946772574553,3
0.6883467538435983,996,6263,0.6751355211465786,0.5892217916046565,0.4400956371944512,15384,0.11911954598562807,3
0.8215212272872289,983,5842,0.6929211431850006,0.6163632802312681,0.39177570966478303,15480,0.107332361549788,3
0.49671065905220363,961,5931,0.6691847985684138,0.5697538847118575,0.40482286931459266,13255,0.08829264251149992,3
0.912848042421352,978,5505,0.6064734089531341,0.6053264945171961,0.36485633842283716,13164,0.08745434077583354,3
0.8471429222957653,1004,6141,0.6784482738312009,0.5083040891025798,0.35670011487631104,15912,0.10480685924369651,3
0.8463078554006827,1070,6685,0.6686306948611529,0.43790730558569096,0.29361872772443764,10103,0.08329564659866615,3
0.5162695248773463,987,7792,0.6901551867017965,0.5556165613778078,0.43310806999925044,11368,0.0992843709644142,3
0.9502746168910068,947,5666,0.6440130139123604,0.43311371914565283,0.45426998996600354,11762,0.1781546346088116,3
0.7053718627100662,948,10307,0.6317001969439222,0.7876041622203355,0.4219249462589305,11002,0.08837425589009566,3
0.7263627425556759,1010,12059,0.6383820398382494,0.6726882739406137,0.36341910184486514,15018,0.1008835700303131,3
0.5141509792095641,955,9042,0.5920581645111764,0.6065547212060736,0.3703259409258335,11029,0.06189374195717579,3
0.7012741257364605,1013,4580,0.6838585444606173,0.5525328075278081,0.31481191547594045,13763,0.0923908053301987,3
0.6817024759022435,947,4584,0.6257878709664879,0.394497859211586,0.34833204821235453,14344,0.145600673659157,3
0.7382397557651359,998,8043,0.7097777400074539,0.7009498607648968,0.32742131236896876,17247,0.12155477483244771,3
0.6089184553349638,1038,5933,0.7332603212680304,0.5942913645130194,0.4519479634520229,15791,0.07795233726349746,3
0.7684755309937708,1038,6428,0.67179128235293,0.6211990521600962,0.4459034102651457,15145,0.16526275615446273,3
