INSTNM,CITY,STABBR,CONTROL,ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7
Chicago State University,Chicago,IL,1,0.2865,892,8139,0.5361,0.8495,0.6873,20862.5,0.207,0.138,32600
Concordia University-Chicago,River Forest,IL,2,0.5441,1030,13210,0.673,0.7873,0.4521,15750,0.5348,0.035,37300
DePaul University,Chicago,IL,2,0.5987,1163,21544,0.8536,0.5915,0.3448,20500,0.7047,0.06,46400
Eastern Illinois University,Charleston,IL,1,0.6191,1010,7891,0.7707,0.6699,0.3923,18750,0.6033,0.062,36300
Eureka College,Eureka,IL,2,0.6781,1053,13580,0.641,0.7931,0.3899,19000,0.6066,0.061,31500
Greenville College,Greenville,IL,2,0.657,1033,11504,0.729,0.7263,0.3668,16568,0.5049,0.067,34700
Hebrew Theological College,Skokie,IL,2,0.9299,1019,4231,0.2182,0.0324,0.5171,5500,0.0484,0.053,25200
Illinois College,Jacksonville,IL,2,0.6129,1024,10968,0.8134,0.768,0.332,20000,0.6357,0.071,35000
Illinois Institute of Technology,Chicago,IL,2,0.5697,1252,19094,0.8596,0.4559,0.3167,22015,0.625,0.031,66600
Illinois State University,Normal,IL,1,0.6892,1110,10026,0.816,0.6022,0.2557,18750,0.7162,0.04,40600
Illinois Wesleyan University,Bloomington,IL,2,0.5838,1241,19780,0.8755,0.6299,0.1878,25000,0.7807,0.038,47400
Judson University,Elgin,IL,2,0.7069,1045,12104,0.7226,0.8301,0.4371,18245.5,0.5,0.06,37700
Lake Forest College,Lake Forest,IL,2,0.5727,1157,15780,0.8221,0.6707,0.3286,24000,0.6376,0.046,42700
Lewis University,Romeoville,IL,2,0.5587,1088,15275,0.8172,0.6674,0.3145,20000,0.6246,0.052,44600
Lincoln College,Lincoln,IL,2,0.8747,850,9803,0.425,0.7102,0.5998,9500,0.3676,0.097,27500
Loyola University Chicago,Chicago,IL,2,0.914,1195,22327,0.8541,0.6567,0.299,22934,0.7101,0.046,46500
MacMurray College,Jacksonville,IL,2,0.7488,964,13222,0.6712,0.8336,0.5824,18000,0.384,0.16,32400
McKendree University,Lebanon,IL,2,0.6289,1046,10561,0.7465,0.5946,0.379,17613,0.4832,0.08,42900
Millikin University,Decatur,IL,2,0.5512,1087,12527,0.7652,0.761,0.3883,22000,0.5979,0.098,40200
Monmouth College,Monmouth,IL,2,0.6431,1049,12890,0.7588,0.8164,0.4428,22000,0.5827,0.077,36100
North Central College,Naperville,IL,2,0.6365,1125,16358,0.788,0.6976,0.2388,20000,0.639,0.054,39900
North Park University,Chicago,IL,2,0.5234,1030,15687,0.8064,0.7099,0.3695,18750,0.563,0.059,38800
Northeastern Illinois University,Chicago,IL,1,0.5981,890,6847,0.61,0.3355,0.4823,11643.5,0.2034,0.067,33400
Northern Illinois University,Dekalb,IL,1,0.5613,1010,7618,0.6646,0.6689,0.4297,16500,0.5095,0.094,39600
Olivet Nazarene University,Bourbonnais,IL,2,0.8196,1105,10798,0.7541,0.7045,0.3164,19802,0.5724,0.047,37800
Quincy University,Quincy,IL,2,0.8859,1048,9165,0.6718,0.717,0.4315,14000,0.5043,0.085,37900
Rockford University,Rockford,IL,2,0.4097,1029,13521,0.581,0.9234,0.5272,18750,0.3947,0.085,37500
School of the Art Institute of Chicago,Chicago,IL,2,0.7184,1065,28093,0.8188,0.4835,0.252,19503,0.5404,0.091,30100
Southern Illinois University-Carbondale,Carbondale,IL,1,0.7887,1032,9537,0.6044,0.6109,0.4326,15245,0.4337,0.093,40000
Trinity Christian College,Palos Heights,IL,2,0.9022,1053,17333,0.7433,0.7533,0.341,21411,0.5816,0.06,39200
Trinity International University-Illinois,Deerfield,IL,2,0.9372,1049,11132,0.6943,0.8743,0.4805,20422,0.4545,0.078,38700
University of Chicago,Chicago,IL,2,0.0881,1504,26409,0.9934,0.2933,0.1419,17610,0.9268,0.014,80500
University of Illinois at Chicago,Chicago,IL,1,0.714,1092,12091,0.7978,0.4838,0.4906,14750,0.5669,0.042,50500
University of Illinois at Springfield,Springfield,IL,1,0.5977,1085,6839,0.7435,0.5521,0.3677,15000,0.4308,0.066,40100
University of St Francis,Joliet,IL,2,0.5141,1070,15719,0.7909,0.7678,0.3653,21000,0.5657,0.036,46100
Western Illinois University,Macomb,IL,1,0.5931,970,7597,0.6338,0.7025,0.4278,17729,0.561,0.072,38000
Wheaton College,Wheaton,IL,2,0.6871,1318,18657,0.9447,0.5068,0.2097,21179,0.8672,0.012,38900
Anderson University,Anderson,IN,2,0.5545,1053,12680,0.734,0.7139,0.3358,23000,0.5678,0.043,35200
Ball State University,Muncie,IN,1,0.6054,1053,7383,0.7838,0.6139,0.3463,18686,0.5938,0.081,35600
Bethel College-Indiana,Mishawaka,IN,2,0.7158,1047,13453,0.8407,0.7918,0.5169,18275,0.6466,0.071,35400
Butler University,Indianapolis,IN,2,0.661,1212,19522,0.911,0.5844,0.1739,25000,0.7386,0.02,60400
Holy Cross College,Notre Dame,IN,2,0.7231,1014,13361,0.6466,0.6044,0.3333,14000,0.4886,0.115,34800
Huntington University,Huntington,IN,2,0.9732,1054,10779,0.7941,0.7142,0.346,21875,0.623,0.054,32000
Indiana Institute of Technology,Fort Wayne,IN,2,0.7225,934,6358,0.5476,0.8535,0.6241,10250,0.3201,0.106,39600
Indiana State University,Terre Haute,IN,1,0.8306,910,5564,0.6353,0.6121,0.4344,11726.5,0.4159,0.107,34100
Indiana University-Bloomington,Bloomington,IN,1,0.7217,1198,16225,0.8982,0.3936,0.1937,19500,0.7705,0.059,45000
Indiana University-East,Richmond,IN,1,0.5381,943,4719,0.6749,0.4334,0.3606,13336,0.2348,0.21,29700
Indiana University-Northwest,Gary,IN,1,0.7625,918,5114,0.6794,0.4578,0.3472,14950,0.259,0.139,35300
Indiana University-Purdue University-Fort Wayne,Fort Wayne,IN,1,0.8309,996,5645,0.6719,0.4984,0.3675,15517,0.2594,0.109,33700
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,1,0.6958,1013,10524,0.7195,0.5366,0.3659,16500,0.4161,0.086,41100
Indiana University-South Bend,South Bend,IN,1,0.7003,962,5333,0.6346,0.4083,0.3369,14000,0.258,0.152,32500
Marian University,Indianapolis,IN,2,0.5795,1024,13214,0.7037,0.7265,0.3106,23412.5,0.524,0.063,41500
Purdue University-Calumet Campus,Hammond,IN,1,0.6063,975,6683,0.6876,0.4291,0.3262,16000,0.3131,0.146,36200
Purdue University-Main Campus,West Lafayette,IN,1,0.6042,1211,15256,0.9059,0.3878,0.2058,20500,0.6994,0.051,50600
Purdue University-North Central Campus,Westville,IN,1,0.7218,954,4733,0.6105,0.3509,0.278,12285.5,0.2638,0.137,35800
Rose-Hulman Institute of Technology,Terre Haute,IN,2,0.5622,1310,22285,0.9123,0.5776,0.1839,26000,0.7284,0.024,67100
Saint Josephs College,Rensselaer,IN,2,0.6419,998,6332,0.7191,0.5718,0.2956,13576.5,0.4367,0.088,35300
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,2,0.9754,895,12258,0.7681,0.7361,0.5069,19813,0.6049,0.046,29900
Taylor University,Upland,IN,2,0.876,1214,16421,0.8936,0.4475,0.1849,20500,0.7415,0.034,34000
Trine University,Angola,IN,2,0.7157,1095,10936,0.7415,0.6083,0.2378,16950,0.512,0.085,38600
University of Evansville,Evansville,IN,2,0.8409,1147,13500,0.8571,0.549,0.2561,23638,0.6344,0.052,39000
University of Indianapolis,Indianapolis,IN,2,0.8443,1018,13724,0.7368,0.6715,0.3729,19200,0.571,0.056,38400
University of Notre Dame,Notre Dame,IN,2,0.223,1450,21742,0.9861,0.4142,0.1178,20300,0.9486,0.008,70700
University of Saint Francis-Fort Wayne,Fort Wayne,IN,2,0.5362,981,14943,0.6991,0.7907,0.4216,20000,0.5356,0.044,37900
University of Southern Indiana,Evansville,IN,1,0.6934,1004,4864,0.6879,0.542,0.3231,13500,0.3954,0.096,33300
Baker University,Baldwin City,KS,2,0.869,1086,11156,0.7574,0.7634,0.3967,21353,0.52,0.061,48500
Barclay College,Haviland,KS,2,0.5285,954,15136,0.575,0.764,0.604,12625,0.5946,0.055,28700
Bethany College,Lindsborg,KS,2,0.5882,956,7119,0.6412,0.7313,0.3909,15750,0.3906,0.164,34300
Emporia State University,Emporia,KS,1,0.6069,1030,6666,0.7304,0.652,0.3909,14000,0.4054,0.084,33000
Fort Hays State University,Hays,KS,1,0.8917,990,5138,0.6541,0.393,0.2772,11606,0.4471,0.074,36500
Friends University,Wichita,KS,2,0.5862,977,13821,0.6477,0.7371,0.4511,20834,0.3165,0.089,40700
Kansas Wesleyan University,Salina,KS,2,0.537,1014,11677,0.6187,0.7722,0.3826,15455,0.4273,0.128,36300
Manhattan Christian College,Manhattan,KS,2,0.5988,1020,9889,0.75,0.7619,0.3641,13000,0.3514,0.07,32400
McPherson College,McPherson,KS,2,0.866,1014,10118,0.5747,0.8105,0.4314,15000,0.4925,0.082,37100
MidAmerica Nazarene University,Olathe,KS,2,0.7223,950,9283,0.6263,0.6936,0.3793,15000,0.553,0.072,40700
Newman University,Wichita,KS,2,0.4472,1079,8221,0.7263,0.3578,0.2253,16945,0.5188,0.058,41300
Ottawa University-Ottawa,Ottawa,KS,2,0.9888,1020,9954,0.6169,0.7881,0.5744,17000,0.3354,0.087,42000
Pittsburg State University,Pittsburg,KS,1,0.7898,1010,4634,0.7429,0.6036,0.4032,13377.5,0.5015,0.105,36700
Southwestern College,Winfield,KS,2,0.8968,1036,10933,0.6554,0.5406,0.3604,19192,0.529,0.067,45700
Sterling College,Sterling,KS,2,0.4405,1015,9016,0.6619,0.7832,0.4304,14500,0.4242,0.102,30300
Tabor College,Hillsboro,KS,2,0.735,1017,9629,0.6143,0.7699,0.3634,15000,0.55,0.072,38000
University of Kansas,Lawrence,KS,1,0.9228,1145,10498,0.799,0.4532,0.2216,14799,0.6162,0.055,43900
University of Saint Mary,Leavenworth,KS,2,0.4707,988,12320,0.7241,0.644,0.3232,18385,0.5303,0.072,33700
Alice Lloyd College,Pippa Passes,KY,2,0.4502,990,7142,0.6281,0.6727,0.5839,6700,0.3164,0.116,30300
Asbury University,Wilmore,KY,2,0.6573,1110,13545,0.7981,0.6764,0.3896,20325,0.6431,0.05,30300
Bellarmine University,Louisville,KY,2,0.9478,1116,15144,0.797,0.5722,0.2264,19500,0.6649,0.053,44600
Berea College,Berea,KY,2,0.3401,1113,2121,0.8107,0.2262,0.8293,5496.5,0.6167,0.128,29200
Brescia University,Owensboro,KY,2,0.45,1010,11572,0.5706,0.832,0.5006,12146.5,0.2979,0.128,32600
Campbellsville University,Campbellsville,KY,2,0.6844,985,8816,0.6884,0.4725,0.3799,12000,0.4377,0.168,28800
Centre College,Danville,KY,2,0.6857,1268,16551,0.9003,0.4888,0.1555,21450,0.8196,0.025,36400
Kentucky State University,Frankfort,KY,1,0.3774,860,7858,0.5167,0.679,0.5945,14750,0.1797,0.286,26400
Kentucky Wesleyan College,Owensboro,KY,2,0.671,1019,5630,0.6497,0.9071,0.472,14000,0.3786,0.105,29900
Mid-Continent University,Mayfield,KY,2,0.7031,923,13757,0.6214,0.5626,0.5635,9343.5,0.2538,0.075,41400
Midway College,Midway,KY,2,0.5381,1032,11621,0.8283,0.7476,0.5132,16750,0.5246,0.103,36100
Morehead State University,Morehead,KY,1,0.8449,1028,5386,0.6916,0.511,0.3825,14250,0.4035,0.125,29000
Murray State University,Murray,KY,1,0.8217,1029,7185,0.7302,0.4958,0.3523,14875,0.5291,0.102,33200
Northern Kentucky University,Highland Heights,KY,1,0.467,1024,8624,0.6744,0.5491,0.3368,15000,0.3792,0.099,33900
Spalding University,Louisville,KY,2,0.8108,952,14240,0.731,0.7012,0.4731,19118,0.4019,0.087,41000
Thomas More College,Crestview Hills,KY,2,0.8775,1033,12622,0.5977,0.5357,0.2612,19500,0.5703,0.073,46000
Transylvania University,Lexington,KY,2,0.9615,1213,12776,0.8731,0.5829,0.2709,25000,0.7224,0.041,35500
Union College,Barbourville,KY,2,0.7416,1007,10953,0.5613,0.7964,0.58,12250,0.3418,0.132,29300
University of Kentucky,Lexington,KY,1,0.6861,1140,10316,0.8253,0.4597,0.2481,14000,0.6184,0.072,42200
University of Louisville,Louisville,KY,1,0.7112,1142,10747,0.7788,0.4323,0.2999,13300,0.5343,0.096,38200
University of Pikeville,Pikeville,KY,2,1,909,15184,0.5217,0.7168,0.4762,9500,0.309,0.125,29300
University of the Cumberlands,Williamsburg,KY,2,0.7127,1019,8642,0.5163,0.581,0.4437,9500,0.4345,0.087,30400
Western Kentucky University,Bowling Green,KY,1,0.9232,1009,7278,0.7178,0.5413,0.3934,15000,0.4368,0.137,31100
Dillard University,New Orleans,LA,2,0.3544,884,12589,0.5918,0.8707,0.7682,20000,0.4566,0.114,28100
Grambling State University,Grambling,LA,1,0.4363,863,4270,0.689,0.8446,0.7346,23750,0.3167,0.162,26600
Louisiana College,Pineville,LA,2,0.7423,968,8282,0.5308,0.589,0.454,11750,0.4251,0.109,39300
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,1,0.7623,1162,8813,0.8249,0.3532,0.1978,13000,0.6914,0.043,45800
Louisiana State University-Alexandria,Alexandria,LA,1,0.6074,950,4173,0.5357,0.371,0.4093,9000,0.138,0.122,32000
Louisiana State University-Shreveport,Shreveport,LA,1,0.8349,1030,3410,0.6621,0.3237,0.2997,12500,0.3255,0.105,35300
Louisiana Tech University,Ruston,LA,1,0.6744,1089,5871,0.7864,0.304,0.2218,13632.5,0.4934,0.075,40200
Loyola University New Orleans,New Orleans,LA,2,0.8707,1143,17610,0.8039,0.5825,0.2972,18500,0.5486,0.053,40300
McNeese State University,Lake Charles,LA,1,0.6151,1030,4070,0.6913,0.4129,0.3639,12806,0.3817,0.129,36200
Nicholls State University,Thibodaux,LA,1,0.8694,1030,4893,0.6812,0.4958,0.3935,11555,0.4126,0.086,35100
Northwestern State University of Louisiana,Natchitoches,LA,1,0.84,1007,5198,0.7182,0.4878,0.4023,14000,0.3739,0.126,33000
Southern University and A & M College,Baton Rouge,LA,1,0.359,890,4459,0.6743,0.7496,0.6277,24250,0.3183,0.099,31000
Southern University at New Orleans,New Orleans,LA,1,0.4888,808,8167,0.5233,0.6803,0.6273,18442,0.1119,0.151,27100
Tulane University of Louisiana,New Orleans,LA,2,0.2643,1341,23061,0.9049,0.3702,0.1617,20001,0.7602,0.055,59400
University of Louisiana at Lafayette,Lafayette,LA,1,0.593,1070,5074,0.7426,0.3735,0.3405,13000,0.4482,0.093,36100
University of Louisiana at Monroe,Monroe,LA,1,0.7724,1050,5286,0.6721,0.4092,0.3727,12708,0.4017,0.107,40100
University of New Orleans,New Orleans,LA,1,0.5036,1072,7042,0.6748,0.3476,0.3202,11750,0.3214,0.09,35400
Xavier University of Louisiana,New Orleans,LA,2,0.5443,1048,15391,0.7178,0.7093,0.5739,18000,0.4804,0.116,57200
American International College,Springfield,MA,2,0.6779,885,10357,0.6482,0.8331,0.5027,20726,0.4487,0.06,37900
Amherst College,Amherst,MA,2,0.1428,1434,22937,0.9762,0.1321,0.1998,10453,0.9578,0.045,66700
Bay Path College,Longmeadow,MA,2,0.576,964,14058,0.7226,0.8832,0.5289,18065,0.555,0.075,38900
Becker College,Worcester,MA,2,0.6255,1006,17590,0.6407,0.8154,0.3888,15750,0.3069,0.149,39500
Bentley University,Waltham,MA,2,0.4379,1234,24563,0.9355,0.5074,0.1554,26000,0.8727,0.01,65300
Boston College,Chestnut Hill,MA,2,0.3222,1375,27441,0.9484,0.4131,0.1371,19000,0.913,0.014,72500
Boston University,Boston,MA,2,0.4561,1279,27235,0.9279,0.4235,0.1487,25500,0.8448,0.02,54700
College of Our Lady of the Elms,Chicopee,MA,2,0.7492,928,11375,0.799,0.7287,0.3967,22160.5,0.6788,0.082,42500
Curry College,Milton,MA,2,0.6692,931,20075,0.7021,0.6274,0.2555,18625,0.4502,0.086,43400
Dean College,Franklin,MA,2,0.6835,845,17320,0.5909,0.649,0.292,9500,0.4315,0.193,30400
Eastern Nazarene College,Quincy,MA,2,0.5579,954,11697,0.716,0.4475,0.4928,17800,0.5,0.062,39200
Emerson College,Boston,MA,2,0.4798,1240,23651,0.8811,0.5678,0.1702,21500,0.8147,0.025,37500
Endicott College,Beverly,MA,2,0.7165,1070,14258,0.8069,0.6392,0.1575,23250,0.7129,0.028,43400
Fisher College,Boston,MA,2,0.6273,825,12333,0.5597,0.6564,0.5754,9320.5,0.3891,0.153,29800
Fitchburg State University,Fitchburg,MA,1,0.7211,987,6004,0.7808,0.6887,0.3416,15529.5,0.5029,0.078,37300
Framingham State University,Framingham,MA,1,0.5167,1040,5825,0.7308,0.6681,0.2829,15522.5,0.5055,0.06,39900
Gordon College,Wenham,MA,2,0.4133,1156,17958,0.8257,0.7229,0.2213,23000,0.707,0.01,35500
Harvard University,Cambridge,MA,2,0.0584,1501,27867,0.9706,0.029,0.1016,7500,0.9747,0.019,113600
Lasell College,Newton,MA,2,0.7614,974,17406,0.7428,0.8689,0.319,23000,0.5294,0.068,35100
Massachusetts College of Art and Design,Boston,MA,1,0.6982,1081,11458,0.8438,0.5535,0.2565,22500,0.7382,0.093,32400
MCPHS University,Boston,MA,2,0.8921,1094,29378,0.889,0.783,0.3009,25000,0.7053,0.018,103700
Mount Ida College,Newton,MA,2,0.6065,880,16453,0.5193,0.7741,0.3925,19000,0.3952,0.079,34700
Northeastern University,Boston,MA,2,0.3231,1394,24465,0.9553,0.4433,0.1424,25759.5,0.8256,0.042,56800
Pine Manor College,Chestnut Hill,MA,2,0.6411,760,11893,0.6234,0.7098,0.6562,25000,0.3353,0.283,30200
Regis College,Weston,MA,2,0.7243,954,17595,0.7717,0.7215,0.3577,24500,0.4867,0.113,43800
Salem State University,Salem,MA,1,0.6929,986,6709,0.7808,0.5898,0.3339,19415,0.4558,0.086,38000
Simmons College,Boston,MA,2,0.4897,1149,18588,0.8625,0.7305,0.2573,25000,0.7122,0.021,46600
Springfield College,Springfield,MA,2,0.6992,1029,15822,0.8429,0.8985,0.2192,20500,0.6856,0.056,42300
Stonehill College,Easton,MA,2,0.7091,1133,21131,0.8673,0.6856,0.1441,26000,0.8483,0.004,52600
Suffolk University,Boston,MA,2,0.825,1014,24014,0.7546,0.5983,0.292,21032,0.5489,0.071,47700
Tufts University,Medford,MA,2,0.1884,1428,28845,0.964,0.301,0.1132,17300,0.9219,0.023,63500
University of Massachusetts-Boston,Boston,MA,1,0.7141,1015,12102,0.7747,0.5642,0.3831,16362,0.4358,0.086,43800
University of Massachusetts-Dartmouth,North Dartmouth,MA,1,0.7213,1061,9535,0.7609,0.717,0.3799,19500,0.4903,0.097,40500
Wentworth Institute of Technology,Boston,MA,2,0.5761,1109,15666,0.7885,0.722,0.2822,21700,0.6251,0.045,49300
Western New England University,Springfield,MA,2,0.8151,1077,19352,0.7528,0.748,0.2502,20159,0.5961,0.056,50200
Westfield State University,Westfield,MA,1,0.7487,995,7287,0.7909,0.6121,0.2609,16250,0.585,0.046,39100
Wheelock College,Boston,MA,2,0.7318,996,16294,0.6616,0.7918,0.3466,25859,0.5446,0.039,32600
Worcester State University,Worcester,MA,1,0.6062,1016,6291,0.8028,0.5427,0.271,14500,0.4882,0.058,40400
Bowie State University,Bowie,MD,1,0.5176,886,4608,0.7023,0.6808,0.4873,16500,0.3524,0.161,43000
Capitol College,Laurel,MD,2,0.5903,1042,17039,0.8154,0.5351,0.356,13250,0.4286,0.084,57900
Coppin State University,Baltimore,MD,1,0.355,880,1347,0.6118,0.6943,0.5964,12250,0.1387,0.225,34500
Maryland Institute College of Art,Baltimore,MD,2,0.5803,1175,26289,0.8257,0.6126,0.2429,23000,0.7273,0.044,30800
McDaniel College,Westminster,MD,2,0.7587,1105,13869,0.8421,0.6629,0.3073,22000,0.7175,0.032,43000
Morgan State University,Baltimore,MD,1,0.5757,893,5394,0.7207,0.8105,0.6152,22907,0.3375,0.23,33500
Notre Dame of Maryland University,Baltimore,MD,2,0.4964,1036,16526,0.7188,0.5355,0.3024,21732.5,0.5283,0.052,46200
Salisbury University,Salisbury,MD,1,0.5494,1145,5967,0.8049,0.5213,0.2209,16250,0.6681,0.065,43200
Stevenson University,Stevenson,MD,2,0.5959,990,13905,0.7477,0.6099,0.303,18197.5,0.5613,0.084,46400
Towson University,Towson,MD,1,0.6034,1078,6494,0.8603,0.5047,0.2498,15750,0.655,0.052,45300
University of Baltimore,Baltimore,MD,1,0.7295,940,10352,0.6744,0.5768,0.4264,16000,0.3759,0.08,52100
University of Maryland-Baltimore County,Baltimore,MD,1,0.6315,1209,8524,0.8733,0.4251,0.2695,17500,0.6458,0.056,47600
University of Maryland-College Park,College Park,MD,1,0.4699,1310,11198,0.9468,0.3581,0.1907,17500,0.8406,0.028,55000
Colby College,Waterville,ME,2,0.2604,1343,30380,0.931,0.205,0.1079,18500,0.9251,0.025,49500
Husson University,Bangor,ME,2,0.7989,962,14005,0.7158,0.5926,0.2796,21329,0.4654,0.097,36100
Maine Maritime Academy,Castine,ME,1,0.6536,1026,15845,0.7537,0.7978,0.288,26596.5,0.752,0.051,79400
Thomas College,Waterville,ME,2,0.7244,895,10550,0.6543,0.5895,0.3331,18059.5,0.4298,0.093,33700
University of Maine,Orono,ME,1,0.8106,1085,9599,0.8066,0.6405,0.3718,19200.5,0.5556,0.063,38200
University of Maine at Machias,Machias,ME,1,0.854,937,4444,0.6585,0.4357,0.4086,11780,0.3091,0.198,24900
University of New England,Biddeford,ME,2,0.8584,1057,19167,0.7422,0.6868,0.2279,20955,0.5966,0.045,47900
Albion College,Albion,MI,2,0.5639,1143,15567,0.8056,0.6172,0.2366,22500,0.736,0.053,43800
Andrews University,Berrien Springs,MI,2,0.3751,1070,14877,0.7859,0.5554,0.3155,23000,0.6036,0.076,36300
Aquinas College,Grand Rapids,MI,2,0.7135,1090,11154,0.7583,0.6993,0.3356,19474,0.5976,0.092,35000
Calvin College,Grand Rapids,MI,2,0.6975,1183,15962,0.8741,0.5545,0.2326,22500,0.7273,0.025,38900
Central Michigan University,Mount Pleasant,MI,1,0.6304,1029,9329,0.7671,0.7469,0.349,21721.5,0.5929,0.062,36600
Cleary University,Ann Arbor,MI,2,0.7263,976,13682,0.4333,0.6828,0.4984,20832,0.4423,0.077,50000
College for Creative Studies,Detroit,MI,2,0.486,1010,22452,0.7814,0.6999,0.3702,24000,0.5583,0.066,35600
Concordia University-Ann Arbor,Ann Arbor,MI,2,0.5374,1010,13164,0.6184,0.8772,0.4269,12000,0.3723,0.0755,36600
Cornerstone University,Grand Rapids,MI,2,0.6807,1084,11308,0.7612,0.7596,0.4352,17750,0.4571,0.076,34100
Eastern Michigan University,Ypsilanti,MI,1,0.6398,1011,9158,0.7381,0.7528,0.447,19114.5,0.3844,0.129,34700
Ferris State University,Big Rapids,MI,1,0.759,1010,9574,0.7665,0.6678,0.4123,17562,0.4319,0.095,40100
Finlandia University,Hancock,MI,2,0.5883,930,14332,0.5747,0.8301,0.6462,20755,0.4625,0.095,28900
Grand Valley State University,Allendale,MI,1,0.826,1090,9810,0.8165,0.642,0.3632,20898.5,0.695,0.051,37500
Hope College,Holland,MI,2,0.7253,1204,16577,0.8836,0.5704,0.204,25000,0.7814,0.035,37500
Kettering University,Flint,MI,2,0.6159,1198,20318,0.9194,0.5905,0.2523,22500,0.6078,0.053,61300
Kuyper College,Grand Rapids,MI,2,0.6842,1008,12964,0.7879,0.7595,0.5949,18500,0.4179,0.106,27100
Lawrence Technological University,Southfield,MI,2,0.4365,1145,19336,0.8179,0.3302,0.1847,21500,0.4939,0.085,45300
Marygrove College,Detroit,MI,2,0.9378,780,8747,0.6692,0.8721,0.7044,16750,0.2931,0.067,30700
Michigan State University,East Lansing,MI,1,0.6865,1158,15767,0.9051,0.4845,0.2387,22734,0.7736,0.057,47300
Michigan Technological University,Houghton,MI,1,0.7659,1206,12730,0.8219,0.5969,0.267,21812,0.6453,0.06,53400
Northern Michigan University,Marquette,MI,1,0.7313,1030,7488,0.722,0.6408,0.3848,14601,0.4829,0.121,32000
Northwood University-Michigan,Midland,MI,2,0.6538,1029,11712,0.8328,0.6951,0.3353,18750,0.5414,0.096,42600
Oakland University,Rochester Hills,MI,1,0.66,1070,9411,0.7814,0.3689,0.2034,18250,0.4295,0.062,38900
Olivet College,Olivet,MI,2,0.5148,927,12367,0.6397,0.8011,0.457,19000,0.4341,0.121,30600
Rochester College,Rochester Hills,MI,2,0.6567,990,11665,0.5746,0.6486,0.3883,14089.5,0.4301,0.071,32800
Saginaw Valley State University,University Center,MI,1,0.7865,990,7793,0.7046,0.6985,0.4075,19000,0.3894,0.095,34900
Siena Heights University,Adrian,MI,2,0.6765,990,9187,0.5912,0.6817,0.4343,15328,0.431,0.058,37700
University of Detroit Mercy,Detroit,MI,2,0.6147,1142,23050,0.8246,0.6161,0.2873,19300,0.5682,0.061,44600
University of Michigan-Ann Arbor,Ann Arbor,MI,1,0.3326,1352,20769,0.9688,0.3665,0.157,21000,0.8997,0.021,61500
University of Michigan-Dearborn,Dearborn,MI,1,0.6284,1125,10945,0.8405,0.6704,0.4298,18750,0.518,0.081,43300
University of Michigan-Flint,Flint,MI,1,0.7809,993,9811,0.799,0.7483,0.4522,21176,0.3754,0.089,36500
Wayne State University,Detroit,MI,1,0.7624,1050,9162,0.7695,0.5944,0.4804,16000,0.3235,0.125,43300
Augsburg College,Minneapolis,MN,2,0.6086,1053,16275,0.8158,0.7115,0.4338,23000,0.6326,0.06,43000
Bemidji State University,Bemidji,MN,1,0.6678,990,4881,0.672,0.594,0.3557,13500,0.4758,0.085,35200
Bethany Lutheran College,Mankato,MN,2,0.7458,1070,11539,0.7206,0.7575,0.4064,16450,0.4943,0.057,30600
Bethel University,Saint Paul,MN,2,0.9485,1144,16210,0.8504,0.6746,0.27,20500,0.7136,0.036,44600
Concordia College at Moorhead,Moorhead,MN,2,0.7998,1144,16087,0.8449,0.68,0.2426,24500,0.7101,0.02,39800
Concordia University-Saint Paul,Saint Paul,MN,2,0.5239,991,10307,0.7278,0.6249,0.3539,16667,0.4627,0.064,47700
Gustavus Adolphus College,Saint Peter,MN,2,0.6322,1224,18703,0.9205,0.6884,0.2478,26000,0.8228,0.023,42500
Hamline University,Saint Paul,MN,2,0.6557,1106,15625,0.813,0.7432,0.3852,18250,0.6637,0.04,45700
Macalester College,Saint Paul,MN,2,0.3416,1350,21073,0.9513,0.4884,0.172,21996.5,0.8742,0.016,40900
Martin Luther College,New Ulm,MN,2,0.9617,1125,11021,0.8492,0.6873,0.3518,14999,0.7684,0.028,32800
Minneapolis College of Art and Design,Minneapolis,MN,2,0.5895,1073,19293,0.7009,0.8781,0.3907,21166,0.5959,0.075,30200
Minnesota State University-Mankato,Mankato,MN,1,0.6555,1030,5622,0.7363,0.59,0.2906,15116,0.4904,0.047,39000
North Central University,Minneapolis,MN,2,0.9521,1044,12625,0.7286,0.7807,0.398,19500,0.4549,0.042,28700
Oak Hills Christian College,Bemidji,MN,2,0.5873,930,24896,0.6296,0.6713,0.6154,12000,0.5667,0.05,22900
Saint Cloud State University,Saint Cloud,MN,1,0.8691,1010,5008,0.7074,0.5095,0.3073,15348,0.478,0.072,39100
Saint Johns University,Collegeville,MN,2,0.7516,1155,18464,0.8552,0.6095,0.1947,23150,0.7946,0.024,49400
Saint Mary's University of Minnesota,Winona,MN,2,0.7485,1068,10078,0.7896,0.6297,0.3149,18054,0.5516,0.032,40100
Southwest Minnesota State University,Marshall,MN,1,0.6546,1010,3689,0.6736,0.2639,0.1591,15750,0.4283,0.075,34500
St Catherine University,Saint Paul,MN,2,0.6089,1051,16287,0.7861,0.7682,0.4147,22697,0.5396,0.052,45300
