ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,CDR3
0.5599048863115902,929,2486,0.5779783848312141,0.48428250720616595,0.44913413694110255,8717.774012592196,0.16596629312916364,1
0.9797586388174885,955,9515,0.6171837270386258,0.7688623974076936,0.5921294732935509,19072.299254133824,0.11669342433719533,1
0.7113456042000798,946,5974,0.6487111020622085,0.40018862042155623,0.3482486302699134,13590.794828616059,0.1480729046903401,1
0.8519830976005007,1077,7359,0.660786388580679,0.5371142750272839,0.3852189798614011,15317.543527641625,0.07818797471176898,2
0.447453622692243,1049,11738,0.508179153718186,0.6843701576444439,0.4083248943321928,15744.408331906283,0.062049080152692095,2
0.6929696500065041,964,7420,0.5283357309926925,0.8234912291303602,0.5970547114869525,9699.296235603902,0.09656926957320372,2
0.3615256866380134,940,12734,0.8149113881764839,0.759441398791733,0.48984643377187437,21585.05058144381,0.11652314405819128,2
0.7469494539806552,966,13056,0.7914475120401728,0.6734831627095065,0.6649680175438873,14785.27491758311,0.14859893418293738,2
0.5251049586327411,917,13338,0.6896720622134729,0.7173341721545504,0.405805235501557,16982.328805579316,0.1585741624006221,3
0.5853011210207697,874,12152,0.6822237609854187,0.8625322633066668,0.665155861899817,25162.029196732306,0.2265517429276479,3
0.37888494418416013,1055,14166,0.6028335352225952,0.9569230748901291,0.5532737833741583,19120.738294093986,0.07501730350547561,3
0.6163405674131047,1039,6246,0.7388732389689007,0.663669392528518,0.3781615752805674,13821.639227462967,0.0900263769839228,3
0.6039407543726666,802,12956,0.5334449719147595,0.6319705327395444,0.602230937697282,8783.664358947372,0.15921532499743718,3
0.7798073159643611,938,17083,0.7068040659839183,0.8874249644206403,0.6226540924427736,25293.973436379638,0.08035770673651911,3
0.6419576391113678,998,11029,0.5621820576047553,0.6397651959900055,0.3999686903926822,14396.473107105005,0.07491448896569189,4
0.5414446906246246,969,21873,0.7334069801112634,0.6915262566389405,0.47047884057527756,26707.805872776302,0.0799938701069024,4
0.4699914472555118,962,4357,0.772486732426034,0.6575540760098726,0.47161293710974767,16083.121417596307,0.08376686732784225,4
0.654411272701093,1010,6431,0.8584262616672226,0.37157595253914827,0.4103725730771277,14457.56995655518,0.05655759438763994,4
0.6536113955889015,969,8191,0.7312725911521443,0.6765756158565922,0.49686419217915584,25596.446562844045,0.11498409334577603,4
0.23134088241480547,908,6265,0.7327581906468568,0.8761157489503829,0.699824890798721,23827.193421862168,0.1928446316302547,4
0.6852156120918292,1000,6210,0.7719785885509849,0.5760169738403901,0.34885676793935777,19085.736319247262,0.08238785037968334,4
0.6034084418354057,949,4183,0.7551119339335122,0.6304924728591933,0.33675641255906225,17040.46277825384,0.10963810673116027,4
0.5400985280412118,880,1973,0.7056043312378719,0.7475069526610779,0.6851078001324596,17581.06875854673,0.24200665565699087,4
0.6518273103726324,994,12228,0.7347907549050888,0.723932206580542,0.3913177321503463,18823.866464368628,0.06402610857383487,4
0.6101476588525941,1074,6185,0.7571624822202542,0.5423855967646973,0.36050710250119816,14717.001199565446,0.06294082146495564,4
0.7383113673439902,1032,11277,0.8310442823577319,0.8112568735601908,0.35257874997342353,23229.47249889129,0.045982043484577434,5
0.6928704086074615,1017,9204,0.7334435269685889,0.6549925343107181,0.40447205241801565,18939.453300339945,0.09077438242813674,5
0.6120805069898441,1078,15736,0.6462973661933253,0.6166298505958403,0.3972535954565453,10427.834611116254,0.07833126617104505,5
0.6984130321394468,1111,10272,0.7197259937212535,0.624297477185185,0.22561040081992817,17254.83622622554,0.07749228957570073,5
0.91017624715756,944,7016,0.7309751083017604,0.7992124277335807,0.4490618555197944,19299.80454495729,0.09863991808579155,5
0.6281597837666555,1045,8754,0.6785614092932639,0.6806384036992228,0.4677855492508714,17627.438111248706,0.05785766765406067,5
0.3970136644088631,975,4134,0.42056984199856806,0.41273421774509217,0.4444780326943503,10510.086093199932,0.09480503193640709,5
0.5852672519055855,1018,13531,0.7110001372030114,0.7180689279475233,0.3050777336698579,23608.72439274652,0.061112238578210146,5
0.33067296976215305,1054,13934,0.756155929799565,0.6132490002266551,0.32334308559241454,19171.806296367817,0.04081767288158478,5
0.37299027873404844,1060,14187,0.7832896138796399,0.576211089695289,0.36955027235721144,18302.27333791342,0.06806399901261806,6
0.5460212734932801,1046,12933,0.723159196223868,0.7200067004428794,0.3419701782453696,23240.19455601683,0.040019352921006696,6
0.5730269220488057,991,22601,0.8032042930645062,0.7989716838263701,0.4490775794018123,26607.913923820106,0.09311801345483034,6
0.7696741190739138,1093,14178,0.7529405491247699,0.8126125812021439,0.28516413656824685,21667.790964112624,0.053293402746151394,6
0.6948388435114317,1129,21306,0.7973148794305265,0.618435659481299,0.2603191836269709,21718.900063245477,0.053540817933183965,6
0.6109995518674645,1016,6035,0.7525596894215836,0.5768442534798663,0.4332368361668089,16300.712126957038,0.08041799213790599,6
