ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,CDR3
0.6016781585087625,937,10465,0.8853566786568505,0.4281336353566317,0.4807671498971368,12449.14649619517,0.10575459526128286,1
0.6681105210964563,999,9545,0.679580129514993,0.46354439468399466,0.36609823434250777,11643.234309870692,0.173159477398659,1
0.4710625518195088,901,5683,0.598001588011467,0.5089373910434043,0.415659662973607,11302.880827841498,0.10627832783887377,1
0.6088131281453145,943,13649,0.5518229170162827,0.8061470325394919,0.6319333219454641,20281.924027913512,0.08685600409924321,1
0.5619758607581565,1145,5782,0.7412204504306962,0.4577625907979615,0.3668089590909394,11607.471403783002,0.07388150818886971,1
0.671816892032687,1119,14011,0.7826421880128549,0.6911283894077974,0.3796896951415091,20540.985181253327,0.0552062739565638,2
0.8093164252590075,893,6902,0.6900375695749389,0.9118306446326618,0.8060269955034242,9467.913954220181,0.2635597292828086,2
0.7634148194523258,1119,7968,0.803948326638879,0.5859919186921053,0.8944941615906772,15095.048659723529,0.1852216327699205,2
0.4210351951639409,1003,8101,0.672430094451603,0.8007703909082577,0.43931084331303655,14106.247207988883,0.10981659383920292,2
0.6711326806796335,877,2032,0.3752680572201681,0.9391696979021296,0.0616,8738.429944530872,0.25816232311559906,2
0.8392461443599013,1005,29207,0.7777309298354733,0.7415262523916136,0.3511093453222496,26551.95260309277,0.1087289474478705,2
0.5744522191686126,1093,20196,0.7140237493105329,0.8549081176423664,0.407696174063627,21618.02709536285,0.08016217518022509,2
0.7550886820273539,1023,10356,0.5852315909160204,0.8076522355522442,0.5921272286753998,12718.363299265517,0.13599830010738503,2
0.9103803369842141,811,7911,0.6960169143457793,0.9060536121661358,0.7258999543996136,15953.123928096857,0.055985919782786615,2
0.606794142732101,921,3817,0.5743896068426558,0.41814298426816227,0.4035672340969998,7828.45386830875,0.162914531311895,3
0.558907246357163,874,6016,0.7382425131706571,0.8272944073194627,0.6283892562152654,22445.813790752898,0.22350943615531998,3
0.6878004860641697,1000,4638,0.6956127421755806,0.5854682589679829,0.42761888039880147,15384.537146381363,0.11156120068403305,3
0.5601684907444133,1110,13735,0.7771403330553441,0.6421589601316418,0.30606614396535464,17229.527883638646,0.031969093158674314,3
0.5499041643882323,931,4561,0.7313573026488576,0.677343117614149,0.46543797748778176,13997.15291278968,0.09789884083496983,3
0.6072074816555671,1026,18752,0.7354832128635084,0.7061746660085886,0.36793865054496133,20748.033018649185,0.06146995422787805,3
0.8124465082933646,1006,2624,0.6802693673298458,0.3016514186337748,0.3205877580023743,13141.044030562703,0.11383867185167687,3
0.70522449268112,1062,10482,0.6716189111824179,0.8615220191942858,0.5042935096749628,17592.88401086137,0.07181917845887113,3
0.9504007212154092,1028,8291,0.6369793839909439,0.6474022441215218,0.39998180487139684,15484.219731829306,0.12479589730190244,3
0.6655226650524907,1069,21223,0.7694198177358187,0.5115720130568349,0.10437393310781892,17915.87390976911,0.08649146275125429,3
0.7239196926212709,1036,7913,0.7138856240755289,0.6514304342562739,0.39270449451512,14811.509722528725,0.1165980096954984,3
0.684296555807805,1217,17637,0.9128201116838138,0.5885639260302155,0.1726008531056654,23382.069447168757,0.007530796551053516,3
0.8016928170687108,909,12158,0.6234172708189453,0.7356449485852768,0.3876425668042825,20497.134023439492,0.11380023431558088,3
0.6806835723848413,1110,13376,0.8036416045498505,0.5254589655464855,0.2641713444057169,19060.041313675563,0.04561619675640929,3
0.5803340548874931,966,10639,0.7028819186703795,0.4151954672827655,0.28288129925430294,16401.740721832975,0.06998455232464952,3
0.7871845651885899,1076,14479,0.7548306409310765,0.7987681069608104,0.3318530096058702,21126.850071420435,0.06582727535000932,4
0.7804080011020469,1010,9623,0.6631377687254623,0.6733378544196098,0.3731762164254862,15124.046989342465,0.10977139594946904,4
0.7071319485835167,1187,15659,0.844215443316258,0.6650890215467237,0.2096081455120089,5250,0.037300360042758815,4
0.9180428080151954,878,15668,0.9207192233498942,0.8166936827172218,0.4720817682158372,18079.897027419334,0.07702174221369816,4
0.5385847808071266,1023,11645,0.7557030672523997,0.7413364566572372,0.2774433551968205,19344.171345108043,0.0574390251873862,4
0.5864186306160616,995,13427,0.7449676728160814,0.7658143731260983,0.41374965139422537,24137.989388081594,0.04046444570440883,4
0.6487521721031276,1163,17213,0.8762737566377664,0.6815828204428799,0.19594833989819782,22828.376763400764,0.030630980999764836,4
0.50471424572539,1044,16077,0.8196760451078808,0.690142441713645,0.3834396522174258,19149.836631070844,0.05387126044710567,4
0.7714875528781601,947,11301,0.707310298700285,0.6741443731507398,0.42313035733889975,7982.599171345521,0.06419526759200811,4
0.4699448069516395,1049,6268,0.8580586283169216,0.6749098534893287,0.37763955887572753,19308.687900082008,0.07681154468504522,4
0.43009591867424446,1049,12735,0.5534496429874244,0.9488936264868035,0.5035682441191797,19084.745970678545,0.07497569192818902,4
0.5351307427380605,1060,16764,0.6698274492677624,0.6995919525273144,0.342548419902784,17172.423434055643,0.019787660230168556,4
0.7842144188750503,952,7578,0.5172075766446684,0.5551926083803567,0.43401326466185247,12218.939414119708,0.14380446892635704,4
0.40366974896199675,1318,25640,0.9771317250963836,0.5305806119336375,0.11246361678775116,16986.94825864093,0.006642279351629354,4
0.3916998743143002,1111,4482,0.5800710563395494,0.23485496535930933,0.314823372449804,6495.155732600718,0.06070917068333444,4
0.5463929073014174,1150,5695,0.8244451187990943,0.43338581671990933,0.3571464110486041,14288.481695461373,0.08129578818198271,4
0.8420312418540765,963,10480,0.7852692215153789,0.7103312444493916,0.22193759722553746,20484.701234833265,0.03214743661551914,4
0.8254717731087179,1071,9216,0.7929884627637909,0.6498666280143448,0.358746068388623,18901.537062415795,0.06774058041547226,4
0.6478983211341094,962,16510,0.7381870347308493,0.8492950898017879,0.44299248913734285,19344.29773624891,0.07265555329219438,4
